nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
T003A,"[""CZ""]",Advertising,Publicit̩,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPORMMPS-SAROPSM%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou%3DPORMMPS-SAROPSM%2Cou%3DAPORMMPD-DAPROPSM%2Cou%3DCPD-DAEC%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
T003AA,"[""CZ""]",Advertising Creative Services,Services de cr̩ation  en publicit̩,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPORMMPS-SAROPSM%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou%3DPORMMPS-SAROPSM%2Cou%3DAPORMMPD-DAPROPSM%2Cou%3DCPD-DAEC%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
T003AC,"[""CZ""]",Public Notices Services,Services pour des avis publics,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPORMMPS-SAROPSM%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou%3DPORMMPS-SAROPSM%2Cou%3DAPORMMPD-DAPROPSM%2Cou%3DCPD-DAEC%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
T003AD,"[""CZ""]",Strategic and /or Media Planning Services,Services de planification strat̩gique et/ou m̩diatique,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPORMMPS-SAROPSM%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou%3DPORMMPS-SAROPSM%2Cou%3DAPORMMPD-DAPROPSM%2Cou%3DCPD-DAEC%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
T003AF,"[""CZ""]",Advertising Media Buying/Placement,Achat de m̩dia/placement en publicit̩,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPORMMPS-SAROPSM%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou%3DPORMMPS-SAROPSM%2Cou%3DAPORMMPD-DAPROPSM%2Cou%3DCPD-DAEC%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
T003AG,"[""CZ""]",Advertising Related Services,Services reli̩s �� la publicit̩,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPORMMPS-SAROPSM%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou%3DPORMMPS-SAROPSM%2Cou%3DAPORMMPD-DAPROPSM%2Cou%3DCPD-DAEC%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
K105A,"[""ZL""]",Commercial Security Guard and Related Services,Services de s̩curit̩ commerciaux et services connexes,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
K106A,"[""ZL""]",Disinfecting and Exterminating,D̩sinfection et extermination,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
K106B,"[""ZL""]",Control of Disease Services (Spraying),Contr̫le des maladies (pulv̩risation),"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
K106C,"[""ZL""]",Mosquito and other Insect Control,Lutte contre les moustiques et autres insectes,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
K105AO,"[""ZL""]",Commissionaire Services,Services de commissionnaires,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
L004A,"[""ZL""]",Actuarial Services,Services d'actuaires,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
L004B,"[""ZL""]",Insurance Associated Risk Management,Gestion des risques relative aux assurances,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
L004C,"[""ZL""]",Insurance Services,Services d'assurances,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
M181A,"[""ZL""]",Operation and Maintenance Services of a Technical/Scientific Facility,Services d'exploitation et d'entretien d'installations techniques et scientifiques,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
L099H,"[""ZL""]",Financial Related Risk Management Services,Services de gestion des risques li̩s aux finances,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
R019P,"[""ZL""]",Threat and Risk Assessment Services,Services d'̩valuation de la menace et des risques,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
R101A,"[""ZL""]",Expert Witness,T̩moins expert,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
R116A,"[""CY""]",Court Reporting Services,Services de reportage en cour,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS?pgid=014&dn=OU%3DAPS-SAP%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=OU=APS-SAP,OU=APORMMPD-DAPROPSM,OU=CPD-DAEC,OU=CAAMS-SGACA,OU=ACQB-DGA,OU=PSPC-SPAC,O=gc,C=ca""]",Active,Actif
R116B,"[""CY""]",Verbatim Reporting Services,Services de comptes rendus exhaustifs,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS?pgid=014&dn=OU%3DAPS-SAP%2COU%3DAPORMMPD-DAPROPSM%2COU%3DCPD-DAEC%2COU%3DCAAMS-SGACA%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3Dgc%2CC%3Dca""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=OU=APS-SAP,OU=APORMMPD-DAPROPSM,OU=CPD-DAEC,OU=CAAMS-SGACA,OU=ACQB-DGA,OU=PSPC-SPAC,O=gc,C=ca""]",Active,Actif
R201F,"[""ZL""]","Hiring of Ships' Crews, Pilots, Etc.","Embauche d'̩quipages et de pilotes de navires, etc.","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
R201FA,"[""ZL""]","Services Related to Water Transportation - Hiring of Ships' Crews, Pilots, Etc.","Services relatifs au transport maritime - embauche d'̩quipages et de pilotes de navires, etc.","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V201A,"[""ZL""]",Fixed Wing Aircraft - Airplane Charter,Affr̬tement a̩ronef �� voilure fixe - Affr̬tement avion,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V201B,"[""ZL""]",Rotary Wing Aircraft - Helicopter Charter,Affr̬tement a̩ronef �� voilure tournante - Affr̬tement h̩licopt̬re,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V201C,"[""ZL""]",Class 9-4:  Fixed Wing International Charter Commercial Air Services,Classe 9-4: voilure fixe - service d'affr̬tement a̩rien commercial international,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V201D,"[""ZL""]",Class 9-4: Rotating Wing International Charter Commercial Air Services,Classe 9-4: voilure tournante - service d'affr̬tement a̩rien commercial internationale,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204J,"[""ZL""]",Air Ambulance Services,Services d'ambulanciers a̩riens,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204L,"[""ZL""]",Ground Handling Services,Services de manutention au sol,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204M,"[""ZL""]","Operation, Maintenance and Servicing of Crown Owned or Leased Aircraft","A̩ronefs lou̩s par l'��tat ou lui appartenant  - op̩ration, entretien et r̩paration","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204N,"[""ZL""]",Air-to-Air Gunnery Towing and Scoring Services,Services de remorquage et de notation pour tirs au canon air-air,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V203A,"[""ZL""]",Aircraft and Glider Dry Leases,Hangars pour a̩ronefs et planeurs - location �� bail,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204A,"[""ZL""]",Air Taxi,Avion de navette,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204F,"[""ZL""]",Aerial Application and Distribution Services,Services a̩riens d'̩pandage et de dispersion de produits,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204G,"[""ZL""]",Aerial Control Services,Service de surveillance a̩rienne,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204H,"[""ZL""]",Aerial Inspection and Reconnaissance Services,Services de reconnaissance et d'inspection a̩rienne,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204I,"[""ZL""]",Flying Training,Formation pour vol,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V204IA,"[""ZL""]",Parachute Operations,Op̩rations de parachutage,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V506A,"[""ZL""]",Diving and Salvage Services,Services de plong̩e et de r̩cup̩ration,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V502A,"[""ZL""]",Relocation Services,Service de r̩installation,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
V502C,"[""ZL""]","Accommodation and Food Services, N.E.S.",Services de logement et d'alimentation N.E.A.,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/GEDS/?pgid=014&dn=OU%3DPDSD-DSRP%2COU%3DSPID-DISA%2COU%3DSTAMS-SGAST%2COU%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]",Active,Actif
