Naptan No,Stop Location,Stop Name,Shelter Pole or Lamp Post ,Seat,Raised Kerb
0100BRP90036,Horfield Common,Muller Road Top (c),Shelter,,No
0100BRP90122,Lockleaze,Mulready Close,Pole,,No
0100BRP90123,Lockleaze,Mulready Close,Shelter,,No
0100BRA10578,Lawrence Weston,Musgrove Close,Pole,,No
100053250,Kingsdown,Myrtle Road,Pole,,No
0100BRP92041,Kingsdown,Myrtle Road,Pole,,No
0100BRP92011,Redland,Napier Road,Pole,,No
0100BRP92012,Redland,Napier Road,Pole,,No
0100BRA10650,Avonmouth,Napier Road,Shelter,,No
0100BRP90098,Eastville,Narroways Road (a),Pole,,No
0100BRP90110,Eastville,Narroways Road (b),Pole,,No
0100BRP90100,Eastville,Narroways Road (c),Pole,,No
0100BRA10783,Broadmead,Nelson Street (hc),Shelter,Yes,Yes
0100BRA10782,Broadmead,Nelson Street (hd),Shelter,Yes,Yes
0100BRA10211,Redfield,Netham Road,Pole,,No
0100BRA10212,Redfield,Netham Road,Pole,,No
0100BRP90027,Bishopston,Nevil Road,Shelter,,Yes
0100BRP90028,Bishopston,Nevil Road,Shelter,,No
0100BRA10039,Bedminster,New Charlotte Street (b),Shelter,,No
0100BRA10040,Bedminster,New Charlotte Street (a),Shelter,,No
0100BRA10062,Hengrove,New Fosseway Road,Pole,,No
0100BRA10343,Hengrove,New Fosseway Road,Pole,,Yes
0100BRA56553,The Dings,New Kingsley Rd,Pole,,No
0100BRA56554,The Dings,New Kingsley Rd,Pole,,No
0100BRA10855,Two Mile Hill,New Queen Street,,,
0100BRA10856,Two Mile Hill,New Queen Street,,,
0100BRP90180,Fishponds,New Station Road (b),Shelter,,No
0100BRP90201,Fishponds,New Station Road (a),Shelter,,No
0100BRA10102,Hartcliffe,Newland Drive,Shelter,,No
0100BRA10103,Hartcliffe,Newland Drive,Pole,,No
0100BRA10718,Sea Mills,Newlyn Avenue,,,
0100BRA10719,Sea Mills,Newlyn Avenue,,,
0100BRZ01689,Windmill Hill,Newport Street,,,
0100BRA10684,Shirehampton,Nibley Rd Coaley Rd,,,No
0100BRA10685,Shirehampton,Nibley Rd Coaley Rd,,,No
0100BRA10686,Shirehampton,Nibley Rd Hung Rd,,,No
0100BRA10687,Shirehampton,Nibley Rd Hung Rd,,,No
0100BRP90008,Montpelier,Nine Tree Hill (a),Shelter,,Yes
0100BRP90009,Montpelier,Nine Tree Hill (b),Shelter,,No
0100BRP90011,Montpelier,Nine Tree Hill (c),Shelter,,No
0100BRP90010,Montpelier,Nine Tree Hill (d),Shelter,,Yes
0100BRP90003,Kingsdown,North Street (rn),Shelter,Yes,Yes
0100BRA10464,Redfield,Northcote Road,Shelter,,Yes
0100BRA10466,Redfield,Northcote Road,Shelter,,Yes
100053309,Clifton,Northcote Road,,,
100053266,Brentry,Northover Road,,,No
0100BRP91067,Brentry,Northover Road,,,No
0100BRP92030,Westbury Park,Northumbria Drive,Shelter,,No
0100BRP92031,Westbury Park,Northumbria Drive,Pole,,No
0100BRA10153,Inn's Court,Novers Lane,Pole,,Yes
0100BRA10155,Inn's Court,Novers Lane,Pole,,No
0100BRZ01687,Windmill Hill,Nutgrove Avenue,,,
0100BRZ01688,Windmill Hill,Nutgrove Avenue,,,
0100BRA10258,Hengrove,Oatlands Avenue,Pole,,Yes
0100BRA10259,Hengrove,Oatlands Avenue,Pole,,Yes
0100BRA46646,Old Market,Old Market Street,Shelter,Yes,Yes
0100BRA46647,Old Market,Old Market Street,Shelter,Yes,Yes
0100BRA10625,Stoke Bishop,Old Sneed Road,Shelter,,No
0100BRA10626,Stoke Bishop,Old Sneed Road,Shelter,,No
0100BRA10489,St George,Orchard Road,Shelter,,Yes
0100BRA10490,St George,Orchard Road,Pole,,Yes
0100BRA10215,Redfield,Orchard Square,Pole,,No
0100BRA46640,Lockleaze,Orpen Gardens,Pole,,No
0100BRP90119,Lockleaze,Orpen Gardens,Shelter,,No
0100BRZ01666,Windmill Hill,Orwell Street,,,
0100BRZ01667,Windmill Hill,Orwell Street,,,
0100BRP90078,Ashley Down,Osborne Avenue,Pole,,No
0100BRC53364,Fishponds,Overndale Road,Lamp Post,,No
0100BRC53390,Easton,Oxford Place,,,
0100BRC53391,Easton,Oxford Place,,,
0100BRA10946,Totterdown,Oxford Street,,,
0100BRA10934,The Dings,Oxford Street,Pole,No,No
0100BRA10935,The Dings,Oxford Street,Pole,No,No
0100BRA10440,Arno's Vale,Paintworks,Shelter,Yes,Yes
0100BRA10443,Arno's Vale,Paintworks,Shelter,Yes,Yes
0100BRA10298,Knowle,Park Avenue (a),Pole,,No
0100BRA10297,Knowle,Park Avenue (b),Pole,,Yes
0100BRC53397,Knowle,Park Avenue (c),,,No
0100BRP90268,Tyndall's Park,Park Row (di),Pole,No,No
100053247,Tyndall's Park,Park Row (dh),Pole,No,No
0100BRP90231,Tyndall's Park,Park St Top (da),Pole,No,No
0100BRP90232,Tyndall's Park,Park St Top (db),Pole,No,No
0100BRP90326,Bristol City Centre,Park Street (pf),Shelter,Yes,No
0100BRA10870,Fishponds,Parnall Road,Pole,No,No
0100BRA10871,Fishponds,Parnall Road,Pole,No,No
0100BRA10736,Westbury on Trym,Parry's Lane,,,
0100BRA10737,Westbury on Trym,Parry's Lane,,,
0100BRZ01713,Bedminster Down,Parson St Station,Shelter,,No
0100BRA10077,Bedminster,Parson St West St,Shelter,,No
0100BRA10078,Bedminster,Parson Street,Shelter,,Yes
0100BRZ01678,Knowle,Paultow Road,,,
0100BRZ01679,Knowle,Paultow Road,,,
0100BRA10676,Shirehampton,Pembroke Avenue,,,No
0100BRA10677,Shirehampton,Pembroke Avenue,,,No
0100BRP91112,Southmead,Pen Park Road,Shelter,,Yes
0100BRA10786,Broadmead,Penn Street A,Pole,No,Yes
0100BRA10785,Broadmead,Penn Street B,Pole,No,Yes
0100BRA10784,Broadmead,Penn Street C,Pole,No,Yes
0100BRA10604,Shirehampton,Penpole Lane,Pole,,No
0100BRA10605,Shirehampton,Penpole Lane,Pole,,No
0100BRP91011,Clifton,Percival Road,Pole,,No
0100BRP91012,Clifton,Percival Road,Pole,,No
0100BRA10125,Bishopsworth,Perrycroft Road,Pole,,Yes
0100BRA10126,Bishopsworth,Perrycroft Road,Pole,,Yes
0100BRP92024,Golden Hill,Phoenix Grove,Pole,,No
0100BRP92036,Golden Hill,Phoenix Grove,Shelter,,No
100053340,Windmill Hill,Porlock Road,,,
0100BRZ01659,Windmill Hill,Porlock Road,,,
1000053287,Avonmouth,Portway Akeman Way,,,
0100BRA10704,Avonmouth,Portway Akeman Way,,,
1000053288,Shirehampton,Portway Burnham Rd,,,
0100BRA10701,Shirehampton,Portway Burnham Rd,,,
0100BRA10702,Shirehampton,Portway Grove Leaze,,,
0100BRZ00686,Shirehampton,Portway P&r Site,,,No
0100BRA10698,Shirehampton,Portway Park Road,,,
0100BRA10710,Shirehampton,Portway Park Road,,,
0100BRA10703,Shirehampton,Portway Portview Rd,,,
0100BRA10706,Shirehampton,Portway Portview Rd,,,
0100BRA10696,Sea Mills,Portway Riverleaze,Pole,,No
0100BRA10712,Sea Mills,Portway Riverleaze,Shelter,,Yes
0100BRA10713,Sea Mills,Portway Roman Way,Shelter,,No
0100BRA10715,Sea Mills,Portway Roman Way,Pole,,No
0100BRA10700,Shirehampton,Portway Station Rd,Shelter,,No
0100BRA10708,Shirehampton,Portway Station Rd,Shelter,,Yes
0100BRA10697,Sea Mills,Portway Sylvan Way,,,
0100BRA10711,Coombe Dingle,Portway Sylvan Way,,,
0100BRA10699,Shirehampton,Portway Woodwell Rd,Pole,,No
0100BRA10709,Shirehampton,Portway Woodwell Rd,Shelter,,Yes
0100BRZ01701,Redcliffe,Prewett Street,,,
0100BRA10283,Whitchurch,Priddy Drive,Pole,,No
0100BRA10284,Whitchurch,Priddy Drive,Shelter,,No
0100BRX32921,Redcliffe,Prince Street (bp),Pole,N/A,No
0100BRX32922,Redcliffe,Prince Street (bq),Shelter,,Yes
0100BRA10599,Shirehampton,Priory Gardens,Shelter,,No
0100BRA10600,Shirehampton,Priory Gardens,Shelter,,No
0100BRA10892,Knowle,Priory Road (a),Pole,,No
0100BRA10816,Whitehall,Prospect Place,,,No
0100BRA10817,Whitehall,Prospect Place,,,No
0100BRZ01695,Windmill Hill,Pylle Hill Cres (a),,,
0100BRZ01696,Windmill Hill,Pylle Hill Cres (b),,,
0100BRA10403,Stockwood,Pynne Road (a),Pole,,No
0100BRA10401,Stockwood,Pynne Road (b),Shelter,,No
0100BRA10525,Hillfields,Quadrant West,Pole,,No
0100BRA10527,Hillfields,Quadrant West,Shelter,,No
0100BRZ01660,Windmill Hill,Quantock Road,,,
0100BRZ01661,Windmill Hill,Quantock Road,,,
0100BRA10565,Fishponds,Quarry Way,Shelter,,No
0100BRA10566,Fishponds,Quarry Way,Pole,,No
0100BRA10780,Bristol City Centre,Quay Street (cs),Shelter,Yes,Yes
0100BRA10781,Bristol City Centre,Quay Street (ct),Shelter,Yes,Yes
0100BRP90997,Tyndall's Park,Queen's Avenue,Pole,,No
0100BRP92003,Bishopston,Queen's Drive,Pole,,No
0100BRP92060,Bishopston,Queen's Drive,Pole,,No
0100BRA10100,Withywood,Queen's Road,Pole,,Yes
0100BRA10101,Withywood,Queen's Road,Pole,,No
0100BRP90235,Tyndall's Park,Queen's Road (de),Pole,No,No
0100BRP90236,Tyndall's Park,Queen's Road (df),Pole,No,No
0100BRP90237,Tyndall's Park,Queen's Road (dg),Pole,No,No
0100BRA10024,Ashton Gate,Raleigh Road,Pole,,No
0100BRA10025,Ashton Gate,Raleigh Road,Shelter,,No
0100BRZ01691,Windmill Hill,Raven Hill,Pole,,
0100BRZ01690,Windmill Hill,Raven Hill,Pole,,
0100BRA10657,Stoke Bishop,Rayleigh Road,Pole,,No
0100BRA10658,Stoke Bishop,Rayleigh Road,Pole,,No
0100BRA16931,Knowle,Raymend Road,,,No
0100BRZ01680,Knowle,Raymend Road,,,
0100BRA10659,Stoke Bishop,Red House Lane,Pole,,No
0100BRA10660,Stoke Bishop,Red House Lane,Pole,,No
0100BRZ01710,Henleaze,Red Maid's School,,,
0100BRA10798,Redcliffe,Redcliff Hill (to),Shelter,,No
0100BRA10799,Redcliffe,Redcliff Hill (tp),Shelter,,No
0100BRA10800,Redcliffe,Redcliff Hill (tq),Shelter,,Yes
0100BRA10801,Redcliffe,Redcliff Hill (tr),Shelter,,No
0100BRA10802,Redcliffe,Redcliff Hill (ts),Shelter,,Yes
0100BRA10796,Redcliffe,Redcliffe Way (tn),Shelter,,No
0100BRA10797,Redcliffe,Redcliffe Way (tt),Shelter,,No
100053254,Redland,Redland Court Road,,,
0100BRP92045,Redland,Redland Park,Pole,,No
0100BRP92046,Redland,Redland Park,Pole,,No
0100BRP92050,Redland,Redland Station (a),Pole,,No
0100BRP92051,Redland,Redland Station (b),Shelter,,No
0100BRC53367,Redland,Redland Station (c),,,
0100BRZ00704,Stoke Bishop,Reedley Road,,,
0100BRZ00705,Stoke Bishop,Reedley Road,,,
0100BRA10437,Brislington,Repton Road,Shelter,,No
0100BRA10446,Brislington,Repton Road,Shelter,,No
0100BRZ01694,Windmill Hill,Richmond Street,,,
0100BRP90176,Fishponds,Alcove Road,Shelter,Yes,Yes
0100BRP90205,Fishponds,Huyton Road,Shelter,,No
0100BRA10203,St Anne's Park,Ripon Road,Pole,,No
0100BRA10204,St Anne's Park,Ripon Road,Shelter,,No
0100BRA10008,Ashton Vale,Risdale Road,Pole,,Yes
0100BRA10009,Ashton Vale,Risdale Road,Shelter,,Yes
100053306,Ashton Vale,Risdale Road,,,
0100BRA10007,Ashton Vale,Risdale Road,,,
0100BRA10548,Broomhill,River View,Pole,,No
0100BRA10549,Broomhill,River View,Pole,,No
0100BRP90214,Eastville,Robertson Road (a),Shelter,,No
0100BRP90213,Eastville,Robertson Road,Shelter,,Yes
0100BRP90170,Eastville,Robertson Road,Shelter,,Yes
0100BRA10632,Sneyd Park,Rockleaze Road,Pole,,No
0100BRA10633,Sneyd Park,Rockleaze Road,Pole,,No
0100BRA10884,Henleaze,Rodbourne Road,,,No
0100BRA10885,Henleaze,Rodbourne Road,,,No
0100BRA10483,Two Mile Hill,Rodney Road,Shelter,,Yes
0100BRA10484,Two Mile Hill,Rodney Road,Shelter,,Yes
0100BRA10236,Whitchurch,Rookery Way,Lamp Post,,Yes
0100BRA10237,Whitchurch,Rookery Way,Pole,,Yes
0100BRA10521,Hillfields,Rose Walk,Pole,,No
0100BRA10522,Hillfields,Rose Walk,Pole,,No
0100BRP90174,Eastville,Royate Hill,Shelter,Yes,Yes
0100BRP90207,Eastville,Royate Hill,Shelter,Yes,Yes
0100BRP90340,Bristol City Centre,Rupert Street (ca),Pole,No,Yes
0100BRP90339,Bristol City Centre,Rupert Street (cb),Shelter,Yes,Yes
0100BRP90368,Broadmead,Rupert Street (ha),Shelter,Yes,No
0100BRP90369,Broadmead,Rupert Street (hb),Shelter,Yes,No
0100BRA10492,Easton,Russell Town Avenue,Pole,,No
0100BRA10493,Easton,Russell Town Avenue,Shelter,,Yes
0100BRA10759,Knowle,Ryde Road (a),,,No
0100BRA10637,Stoke Bishop,Rylestone Grove,Pole,,No
0100BRA10638,Stoke Bishop,Rylestone Grove,Pole,,Yes
0100BRA10289,Knowle,Salcombe Green,Pole,,Yes
0100BRA10290,Knowle,Salcombe Green,Pole,,Yes
0100BRA10853,Two Mile Hill,Salisbury Avenue,,,
0100BRA10854,Two Mile Hill,Salisbury Avenue,,,
0100BRA10905,St Anne's,Salisbury Road,,,No
0100BRA10906,St Anne's,Salisbury Road,,,No
0100BRA10373,Highridge,Sandburrows Road,Shelter,,No
0100BRC53400,Highridge,Sandburrows Road,Lamp Post,,No
0100BRA16939,Brislington,Sandholme Road (b),,,No
0100BRA16938,Brislington,Sandholme Road (c),,,No
0100BRA16940,Brislington,Sandholme Road (d),,,No
0100BRA16936,Brislington,Sandholme Road (a),,,No
100053298,Westbury on Trym,Sandyleaze,,,No
100053299,Henbury,Sandyleaze,,,No
0100BRA56581,Stoke Bishop,Saville Road,Lamp Post,,No
0100BRA10618,Sea Mills,Sea Mills Lane,Shelter,,No
0100BRA10619,Sea Mills,Sea Mills Lane,Shelter,,No
0100BRA10614,Sea Mills,Sea Mills Square (a),Shelter,Yes,No
0100BRA10617,Sea Mills,Sea Mills Square (b),Pole,No,No
0100BRA10616,Sea Mills,Sea Mills Square (c),Pole,No,No
0100BRA10943,Sneyd Park,Sea Walls,Pole,,No
0100BRP90076,Ashley Down,Sefton Park Road,Pole,,No
0100BRP90077,Ashley Down,Sefton Park Road,Shelter,,No
0100BRP90185,Oldbury Court,Selbrooke Crescent,Pole,,No
0100BRP90187,Oldbury Court,Selbrooke Crescent,Shelter,,No
0100BRA10465,Redfield,Seneca Street,Shelter,,Yes
100053279,Avonmouth,Severnside Trad Est,,,
100053280,Avonmouth,Severnside Trad Est,,,
0100BRP90094,St Werburghs,Sevier Street,Pole,,No
0100BRP90095,St Werburghs,Sevier Street,Shelter,,No
100053263,Horfield,Shaldon Road,Pole,,No
0100BRP90116,Horfield,Shaldon Road,Pole,,No
0100BRA10567,Broomhill,Sheldrake Drive,Pole,,No
0100BRP90674,Broomhill,Sheldrake Drive,Shelter,,No
0100BRA10098,Withywood,Sherrin Way,Shelter,,Yes
0100BRA10099,Withywood,Sherrin Way,Pole,,No
0100BRA10146,Withywood,Sherrin Wy Terminus,Shelter,,No
0100BRA10434,Brislington,Sherwell Road,Shelter,,No
0100BRA10449,Brislington,Sherwell Road,Pole,,No
0100BRA10602,Shirehampton,Shirehampton Gr (a),Shelter,,No
0100BRA10603,Shirehampton,Shirehampton Gr (b),Shelter,,No
0100BRA10601,Shirehampton,Shirehampton Gr (c),Shelter,,No
0100BRA10641,Shirehampton,Shirehampton Park,Pole,,No
0100BRA10405,Whitchurch,Showering Road,Pole,,No
0100BRA10406,Whitchurch,Showering Road,Shelter,,No
0100BRA10094,Withywood,Shuter Road,Pole,N/A,Yes
0100BRA10095,Withywood,Shuter Road,Pole,,Yes
0100BRA10056,Bedminster,Sion Road,Shelter,,No
0100BRA10057,Bedminster,Sion Road,Pole,,No
0100BRP90157,Eastville,Sir John's Lane,Pole,,No
0100BRA56577,Hengrove Park,Skills Academy,Pole,No,Yes
0100BRA10550,Fishponds,Small Lane,Pole,,No
0100BRA10551,Fishponds,Small Lane,Pole,,No
0100BRA10746,Harbour,Smeaton Road,Lamp Post,,Yes
100053277,Avonmouth,Smoke Lane,,,
100053278,Avonmouth,Smoke Lane,,,
100053274,Avonmouth,Smoke Lane Ind. Est,,,
100053275,Avonmouth,Smoke Lane Ind. Est,,,
0100BRA10054,Bedminster,Smyth Road,Pole,,No
0100BRA10015,Ashton Vale,Smyth Road,,,
0100BRA10016,Ashton Vale,Smyth Road,,,
0100BRA10556,Fishponds,Snowdon Road,Pole,,No
0100BRA10557,Fishponds,Snowdon Road,Pole,,No
100053317,Hartcliffe,Somerfield H.q.,Pole,,No
0100BRA10233,Hartcliffe,Somerfield H.q.,,,
0100BRZ01700,Redcliffe,Somerset Square,,,
0100BRZ01699,Redcliffe,Somerset Street,,,
0100BRZ01668,Windmill Hill,Somerset Terrace,,,
0100BRZ01669,Windmill Hill,Somerset Terrace,,,
0100BRP90021,Bishopston,Sommerville Rd (a),Shelter,,Yes
0100BRP90023,Bishopston,Sommerville Rd (c),Pole,,Yes
0100BRA10859,Two Mile Hill,Soundwell Road,,,No
0100BRA10365,Bedminster Down,Marguerite Road,Shelter,,No
0100BRA10366,Bedminster Down,Marguerite Road,Pole,,No
0100BRP91037,Westbury on Trym,Southfield Road,Shelter,,No
0100BRP91038,Westbury on Trym,Southfield Road,Pole,,No
0100BRP92055,Southmead,Southmead Hosp (a),Shelter,,Yes
0100BRP92054,Southmead,Southmead Hosp (b),Shelter,,Yes
0100BRP92053,Southmead,Southmead Hospital (c),Shelter,,No
0100BRP92052,Southmead,Southmead Hospital (d),Shelter,,Yes
0100BRA10844,Coombe Dingle,Southside Close,,,No
0100BRA10845,Coombe Dingle,Southside Close,,,No
0100BRA10038,Bedminster,Southville Place,Pole,,No
0100BRA10037,Bedminster,Southville Place,Pole,,No
0100BRA10840,Coombe Dingle,Southwood Ave (a),,,No
0100BRA10841,Coombe Dingle,Southwood Ave (b),,,No
0100BRA10838,Coombe Dingle,Southwood Ave (c),,,No
0100BRA10839,Coombe Dingle,Southwood Ave (d),,,No
0100BRA10842,Coombe Dingle,Southwood Drive,,,No
0100BRA10843,Coombe Dingle,Southwood Drive,,,No
0100BRA10269,Whitchurch,Sports Cen W'church,,,
0100BRA10270,Whitchurch,Sports Cen W'church,,,
0100BRA10305,Bedminster,Spring Street,Pole,,No
0100BRA10306,Bedminster,Spring Street,Pole,,No
0100BRP92058,Westbury Park,Springfield Grove,Pole,,No
0100BRP92059,Westbury Park,Springfield Grove,Shelter,,No
0100BRA10732,Avonmouth,St Andrew's Rd Stn,,,
0100BRA10733,Avonmouth,St Andrew's Rd Stn,,,
0100BRA10731,Avonmouth,St Andrew's Road,,,
0100BRA10734,Avonmouth,St Andrew's Road,,,
0100BRA10163,Knowle,St Barnabas Close,Shelter,,No
0100BRA10164,Knowle,St Barnabas Close,Pole,,No
0100BRA16942,Hillfields,St Bede's Road,Pole,,No
0100BRA16943,Hillfields,St Bede's Road,Pole,,No
0100BRA10915,St Anne's Park,St Brelades Grove,Pole,,No
0100BRA10916,St Anne's Park,St Brelades Grove,Pole,,No
0100BRA10425,Brislington,St Brendan's Coll,,,
0100BRA10426,Brislington,St Brendan's Coll,,,
0100BRA56563,Bedminster,St Dunstan's Road,,,No
0100BRA56564,Bedminster,St Dunstan's Road,,,No
0100BRP91105,Brentry,St Josephs Road,Pole,,Yes
0100BRP91106,Brentry,St Josephs Road,Pole,,No
0100BRA10722,Shirehampton,St Mary's Road,,,No
0100BRA10723,Shirehampton,St Mary's Road,,,No
0100BRA10720,Shirehampton,St Mary's Walk,,,No
0100BRA10721,Shirehampton,St Mary's Walk,,,No
0100BRP92063,Westbury Park,St Oswald's Road,Pole,,No
0100BRP92064,Westbury Park,St Oswald's Road,Pole,,No
0100BRA10762,Knowle,St Peter's Hospice,,,No
0100BRA10763,Knowle,St Peter's Hospice,,,No
0100BRA10937,Old Market,St Phillips Road,Pole,,No
0100BRA56561,Old Market,St Phillips Road,Pole,,No
0100BRZ01709,Henleaze,St Ursula's Hgh Sch,,,
0100BRA10123,Headley Park,St. Peters Rise,Pole,,No
0100BRA10124,Headley Park,St. Peters Rise,Pole,,No
0100BRP90096,St Werburghs,Stafford Road,Shelter,,No
0100BRP90097,St Werburghs,Stafford Road,Pole,,No
0100BRP90195,Fishponds,Stanbury Avenue,Pole,,No
0100BRP90196,Fishponds,Stanbury Avenue,Pole,,No
0100BRP91096,Brentry,Standon Way,,,
0100BRP91097,Brentry,Standon Way,,,
0100BRP90225,Stapleton,Stapleton Church,Pole,,No
0100BRP90226,Stapleton,Stapleton Church,Shelter,,No
0100BRP90228,Eastville,Stapleton Road (a),Pole,,No
0100BRP90158,Eastville,Stapleton Road (b),Pole,,No
0100BRP90169,Eastville,Stapleton Road Stn,Pole,,No
0100BRP90215,Eastville,Stapleton Road Stn,Shelter,,Yes
0100BRZ01697,Windmill Hill,Stevens Crescent,,,
100053324,Ashton Vale,Sth Liberty La (a),,,
100053325,Ashton Vale,Sth Liberty La (a),,,
0100BRA10144,Bishopsworth,Stillingfleet Road,,,
0100BRC53405,Hartcliffe,Stillingfleet Road,Lamp Post,,No
0100BRA10295,Knowle,Stockwood Crescent,Pole,,Yes
0100BRA10296,Knowle,Stockwood Crescent,Pole,,Yes
0100BRA10392,Whitchurch,Stockwood Lane,Lamp Post,,No
0100BRA10393,Whitchurch,Stockwood Lane,,,
0100BRA10395,Stockwood,Stockwood Library,Shelter,,No
0100BRA10187,Brislington,Stockwood Road,Shelter,,No
0100BRA10188,Brislington,Stockwood Road,Shelter,,No
0100BRA10629,Sneyd Park,Stoke Hill,Pole,,No
0100BRA10570,Broomhill,Stoke Lane,Pole,,Yes
0100BRA10639,Stoke Bishop,Stoke Lane,Shelter,,No
0100BRA10640,Stoke Bishop,Stoke Lane,Pole,,No
0100BRP90673,Broomhill,Stoke Lane,Shelter,,Yes
0100BRA10738,Westbury on Trym,Stoke Lane Shops,,,
0100BRA10739,Westbury on Trym,Stoke Lane Shops,,,
0100BRP90004,Kingsdown,Stokes Croft (ro),Pole,No,Yes
0100BRP90350,Kingsdown,Stokes Croft (rp),Pole,No,Yes
0100BRP90130,Lockleaze,Stothard Road,Shelter,,No
0100BRP90131,Lockleaze,Stothard Road,Pole,,No
0100BRP90190,Fishponds,Straits Pde (a),Shelter,,No
0100BRP90181,Fishponds,Straits Pde (b),Shelter,,No
0100BRA10691,Shirehampton,Stroud Road,,,No
0100BRA10692,Shirehampton,Stroud Road,,,No
0100BRP91001,Clifton,Students Union,Pole,,No
0100BRP91002,Clifton,Students Union,Pole,,No
0100BRA10409,Whitchurch,Sturminster Close,Pole,,No
0100BRA10410,Stockwood,Sturminster Close,Shelter,,No
0100BRA10176,Brislington,Sturminster Road (a),Shelter,,Yes
0100BRA10175,Brislington,Sturminster Road (b),Pole,,No
0100BRA10418,Brislington,Sturminster Road (c),Shelter,,No
0100BRA16908,Clifton,Sunderland Place,Pole,,No
0100BRP90996,Clifton,Sunderland Place,Pole,,No
0100BRA10653,Sea Mills,Sunny Hill,,,
0100BRA10654,Sea Mills,Sunny Hill,,,
0100BRA10197,Brislington,Sunnydene,Shelter,,No
0100BRA10198,Brislington,Sunnydene,Pole,,No
0100BRA10276,Hengrove Park,Swainswick,Pole,,No
0100BRA10277,Hengrove Park,Swainswick,Shelter,,No
0100BRA10385,Stockwood,Swane Road,Lamp Post,,No
0100BRA10386,Stockwood,Swane Road,,,
0100BRA10010,Ashton Vale,Swiss Drive,Pole,,Yes
0100BRA10011,Ashton Vale,Swiss Drive,Pole,,Yes
0100BRA10749,,Mardyke Ferry Road,,,No
0100BRA10609,Sea Mills,Sylvan Way,Pole,,No
0100BRA10133,Hartcliffe,Symes Avenue,Shelter,,No
0100BRA10134,Hartcliffe,Symes Avenue,Shelter,,Yes
0100BRA56565,Whitchurch,Tanorth Road,,,
0100BRA10291,Knowle,Teignmouth Road,Pole,,Yes
0100BRA10292,Knowle,Teignmouth Road,Pole,,Yes
0100BRP90313,Temple Meads,Temple Meads (ta),,,No
0100BRP90312,Temple Meads,Temple Meads (tb),Lamp Post,,No
0100BRZ00687,Temple Meads,Temple Meads (tb),,,No
0100BRP90310,Temple Meads,Temple Meads (te),Shelter,,No
0100BRP90311,Temple Meads,Temple Meads (tf),Shelter,,No
0100BRP90317,Temple Meads,Temple Meads (tg),Shelter,,No
0100BRP90318,Temple Meads,Temple Meads (tj),Shelter,,No
0100BRP90319,Temple Meads,Temple Meads (tk),Shelter,,No
0100BRP90307,Old Market,Temple Way (of),Shelter,,No
0100BRP90308,Old Market,Temple Way (og),Shelter,,No
0100BRP90324,Old Market,Temple Way (oh),Shelter,,No
0100BRP90325,Old Market,Temple Way (oi),Shelter,,No
0100BRP90309,Temple Meads,Temple Way (th),Pole,,No
0100BRP90320,Temple Meads,Temple Way (tl),Shelter,,No
0100BRA10213,Redfield,Terrell Gardens,Pole,,No
0100BRA10214,Redfield,Terrell Gardens,Pole,,No
0100BRA10929,Brislington,Tesco Brislington,Pole,,Yes
0100BRC53386,Eastville,Tesco Car Park,,,
0100BRA10849,St George,Thatchers Close,,,
0100BRA10850,St George,Thatchers Close,,,
0100BRA10468,St George,The Avenue,Shelter,,No
0100BRA10469,St George,The Avenue,Shelter,,Yes
0100BRA10630,Sneyd Park,The Avenue,Pole,,No
0100BRA10631,Sneyd Park,The Avenue,Shelter,,No
0100BRP91017,Clifton,The Avenue,Pole,,No
0100BRP91018,Clifton,The Avenue,Pole,,No
0100BRA10595,Shirehampton,The Bean Acre,Pole,,No
0100BRA10596,Shirehampton,The Bean Acre,Pole,,No
0100BRP90338,Bristol City Centre,The Centre (cc),Shelter,Yes,No
0100BRP90337,Bristol City Centre,The Centre (cd),Shelter,Yes,No
0100BRA16904,Bristol City Centre,The Centre (ce),Pole,No,No
0100BRP90332,Bristol City Centre,The Centre (cf),Shelter,Yes,Yes
0100BRP90330,Bristol City Centre,The Centre (cg),Shelter,Yes,Yes
0100BRP90333,Bristol City Centre,The Centre (ch),Shelter,Yes,Yes
0100BRP90335,Bristol City Centre,The Centre (ci),Shelter,Yes,Yes
0100BRP90329,Bristol City Centre,The Centre (cj),Pole,,No
0100BRP90373,Bristol City Centre,The Centre (cp),Shelter,Yes,No
0100BRP90372,Bristol City Centre,The Centre (cq),Shelter,Yes,Yes
0100BRP90371,Bristol City Centre,The Centre (cr),Shelter,Yes,Yes
0100BRZ00692,Bristol City Centre,The Centre (cu),Pole,No,No
0100BRP90336,Bristol City Centre,The Centre (cv),Pole,No,No
0100BRA16910,Broadmead,Rupert Street (hf),Pole,No,No
0100BRA16911,Broadmead,Rupert Street (hg),Pole,No,No
0100BRA10543,Stapleton,The Chine,Pole,,No
0100BRA10544,Stapleton,The Chine,Shelter,,No
0100BRA10398,Stockwood,The Coots,Pole,,No
0100BRA10661,Coombe Dingle,The Dingle,Pole,,No
0100BRA10662,Coombe Dingle,The Dingle,Shelter,,No
0100BRX32920,Redcliffe,The Grove (bm),Shelter,Yes,Yes
0100BRP90346,Broadmead,The Haymarket (re),Shelter,Yes,Yes
0100BRP90347,Broadmead,The Haymarket (rf),Shelter,Yes,Yes
0100BRP90349,Broadmead,The Haymarket (rg),Shelter,Yes,Yes
0100BRP90343,Broadmead,The Haymarket (rh),Shelter,Yes,No
