prj_cd,prd_cd,proj_dsc,proj_dsc_fr,fin_sta,contract_app_dt,off_acc_dt,cond_rep_amt,grant_amt,non_rep_amt,uncond_rep_amt,wd_assistance,oth_fed_amt,prj_costs,region,sup_cd,cln_lnm,cln_lnm_fr,prov_cd,sup_city,multiyrfund
11889,1,Upgrade the Huntington Hills Community Centre in Calgary,Améliorer le centre communautaire de Huntington Hills à Calgary  ,600,11/08/2012,11/23/2012,0,0,145361,0,145361,0,290721,A,F12142   ,Huntington Hills Community Association,Huntington Hills Community Association  ,AB  ,Calgary,1
11891,1,Upgrade and renovate the arena in Fairview to increase accessibility and energy efficiency,Rénover l'aréna de Fairview pour améliorer l'accessibilité des installations et l'efficacité énergétique  ,600,12/05/2012,12/24/2012,0,0,124161,0,124161,0,251300,A,455448,Town of Fairview,Municipalité de Fairview  ,AB  ,Fairview,2
11896,1,Upgrade John Lawson Park playground in West Vancouver,Améliorer le terrains de jeux du parc John Lawson de West Vancouver  ,600,10/29/2012,11/15/2012,0,0,244200,0,244200,0,498281,B,455886,The Corporation of the District of West Vancouver,Cité de West Vancouver  ,BC  ,West Vancouver,2
11897,1,Renovate and install furnaces at the Lemberg Community Hall,Rénover le centre communautaire de Lemberg et y installer des appareils de chauffage  ,600,1/17/2013,2/07/2013,0,0,44786,0,44786,0,89572,S,459577,Town of Lemberg,Municipalité de Lemberg  ,SK  ,Lemberg,1
11899,1,Upgrade Pender Island Public Library,Améliorer la bibliothèque publique de Pender Island  ,600,11/09/2012,12/03/2012,0,0,59065,0,59065,0,277430,B,F12262   ,Pender Island Public Library Association,Pender Island Public Library Association  ,BC  ,Pender Island,1
11903,1,Rehabilitate Britannia Heritage Shipyard Seine Net Loft in Richmond,"Restaurer le Seine Net Loft, au lieu historique du Chantier Naval Britannia à Richmond  ",600,11/09/2012,1/07/2013,0,0,250000,0,250000,0,1041821,B,455608,City of Richmond,Ville de Richmond  ,BC  ,Richmond,1
11904,1,Upgrade Cloverdale Library,Améliorer la bibliothèque de Cloverdale  ,600,10/18/2012,11/02/2012,0,0,50000,0,50000,0,151339,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,1
11905,1,Renovate Bridgeview Community Centre in Surrey,Rénover le centre communautaire Bridgeview de Surrey  ,600,10/18/2012,11/02/2012,0,0,249787,0,249787,0,1152274,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,1
11906,1,Reconfigure the Calgary Foothills indoor soccer centre,Reconfigurer le Foothills Indoor Soccer Centre de Calgary  ,600,10/29/2012,11/17/2012,0,0,78000,0,78000,0,167306,A,F12127   ,Calgary Foothills Soccer Club,Calgary Foothills Soccer Club  ,AB  ,Calgary,1
11907,1,Improve the agricultural pavillion in Innisfail,Améliorer le pavillon agricole d'Innisfail  ,600,10/29/2012,11/12/2012,0,0,31789,0,31789,0,76190,A,F12170   ,Crossroads Agricultural Society,Crossroads Agricultural Society  ,AB  ,Innisfail,1
11908,1,Repair arena ice refrigeration system at the Agriplex in Millet,Réparer le système de réfrigération de la glace de l'aréna Agriplex de Millet  ,600,10/12/2012,11/09/2012,0,0,44000,0,44000,0,88800,A,F12191   ,Millet and District Recreational and Agricultural Society and Town of Millet,Millet and District Recreational and Agricultural Society et municipalité de Millet  ,AB  ,Millet,1
11909,1,Rehabilitate Maplewood Farm in North Vancouver,Rénover la ferme Maplewood de North Vancouver  ,600,11/09/2012,12/28/2012,0,0,249920,0,249920,0,569627,B,F09075   ,Corporation of the District of North Vancouver,Cité de North Vancouver  ,BC  ,North Vancouver,2
11910,1,Improve Cache Creek Recreational Park,Améliorer le parc de loisirs de Cache Creek  ,600,10/31/2012,11/23/2012,0,0,128300,0,128300,0,258913,B,455945,Village of Cache Creek,Municipalité de Cache Creek  ,BC  ,Cache Creek,2
11912,1,Renovate the Bowness Community Centre in Calgary,Rénover le Bowness Community Centre de Calgary  ,600,11/08/2012,12/07/2012,0,0,44003,0,44003,0,134555,A,F08779   ,Bowness Community Association,Bowness Community Association  ,AB  ,Calgary,1
11914,1,Upgrade Gilmore Park in Sherwood Park,Améliorer le parc Gilmore de Sherwood Park  ,600,12/05/2012,1/07/2013,0,0,52850,0,52850,0,106517,A,F12255   ,Gilmore Park Community League and Strathcona County,Gilmore Park Community League et comté de Strathcona  ,AB  ,Sherwood Park,2
11916,1,Upgrade the arena in Devon,Rénover l'aréna de Devon  ,600,10/29/2012,11/26/2012,0,0,240527,0,240527,0,481594,A,456629,Town of Devon,Municipalité de Devon  ,AB  ,Devon,1
11917,1,Renovate the Ukrainian Cheremosh Society building in Edmonton,Rénover le bâtiment de la Ukrainian Cheremosh Society à Edmonton  ,600,2/25/2013,3/21/2013,0,0,192392,0,192392,0,384783,A,F12166   ,Ukrainian Cheremosh Society,Ukrainian Cheremosh Society  ,AB  ,Edmonton,1
11918,1,Replace Richmond Curling Centre ice condenser,Remplacer le condenseur du système de réfrigération du Richmond Curling Centre  ,600,10/31/2012,12/12/2012,0,0,40300,0,40300,0,80700,B,F12264   ,Richmond Winter Club,Richmond Winter Club  ,BC  ,Richmond,1
11926,1,Upgrade Elgin Park in the City of Moose Jaw,Améliorer le park Elgin de la ville de Moose Jaw  ,600,10/18/2012,11/15/2012,0,0,128510,0,128510,0,283165,S,455527,City of Moose Jaw,Ville de Moose Jaw  ,SK  ,Moose Jaw,2
11930,1,Support the international Western Canadian Aerospace Expo 2013,Appuyer l'Expo aéronautique de l'Ouest canadien 2013  ,600,1/14/2013,2/19/2013,0,0,90000,0,90000,30000,610000,M,453297,Manitoba Aerospace Association Inc.,Manitoba Aerospace Association Inc.  ,MB  ,Winnipeg,2
11934,1,Upgrade the arena in the Town of Kindersley,Améliorer l'aréna de la municipalité de Kindersley  ,600,1/24/2013,2/19/2013,0,0,78225,0,78225,0,165025,S,456107,Town of Kindersley,Municipalité de Kindersley  ,SK  ,Kindersley,1
11935,1,Purchase advanced short path distillation equipment to offer services to western clients,Acheter de l'équipement avancé de distillation à court trajet pour offrir des services aux clients de l'Ouest  ,600,12/19/2012,2/05/2013,0,0,450000,0,450000,0,1600000,S,282855,POS Pilot Plant Corporation,POS Pilot Plant Corporation  ,SK  ,Saskatoon,2
11940,1,Redevelop St. Rita School playground in Calgary,Moderniser le terrain de jeux de l'école St. Rita de Calgary  ,600,11/15/2012,2/05/2013,0,0,49600,0,49600,0,136909,A,F12207   ,Ranchlands Educational Enrichment Society and CRCSSD No. 1,Ranchlands Educational Enrichment Society et CRCSSD no 1  ,AB  ,Calgary,2
11944,1,Renovate the Birch Narrows First Nation Multi-purpose Community Centre,Rénover le centre communautaire polyvalent de la Birch Narrows First Nation  ,600,1/17/2013,2/05/2013,0,0,51908,0,51908,0,138425,S,F05232   ,Birch Narrows First Nation,Birch Narrows First Nation  ,SK  ,Turnor Lake,2
11952,1,Support a strategic Manitoba biotechnology and agricultural biomass trade initiative,Appuyer une initiative stratégique de commerce lié aux biotechnologies et aux biomasses agricoles au Manitoba  ,600,3/01/2013,3/13/2013,0,0,250000,0,250000,45800,1049000,M,F07710   ,Life Science Association of Manitoba Inc.,Life Science Association of Manitoba Inc.  ,MB  ,Winnipeg,3
11955,1,Upgrade the Minton swimming pool,Améliorer la piscine de Minton  ,600,1/17/2013,3/18/2013,0,0,30040,0,30040,0,60080,S,455729,Village of Minton,Municipalité de Minton  ,SK  ,Minton,1
11958,1,Renovate the Parkdale-Cromdale Community League Hall in Edmonton,Rénover la salle de la Parkdale-Cromdale Community League d'Edmonton  ,600,11/15/2012,12/19/2012,0,0,51621,0,51621,0,112065,A,F12184   ,Parkdale-Cromdale Community League Association,Parkdale-Cromdale Community League Association  ,AB  ,Edmonton,2
11960,1,Upgrade Chickakoo Lake Recreation Area in Parkland County,Améliorer l'espace de loisir du lac Chickakoo du comté de Parkland  ,600,11/08/2012,12/20/2012,0,0,120124,0,120124,0,240247,A,F12209   ,Parkland County,Comté de Parkland  ,AB  ,Parkland County,1
11962,1,Upgrade the clubhouse located at the Riverside Badminton Club in Saskatoon,Rénover le pavillon du club de badminton Riverside de Saskatoon  ,600,10/29/2012,11/22/2012,0,0,50150,0,50150,0,104203,S,F12280   ,Riverside Badminton and Tennis Club,Riverside Badminton and Tennis Club  ,SK  ,Saskatoon,2
11968,1,Upgrade recreation centre in Beaumont,Améliorer le centre récréatif de Beaumont  ,600,11/08/2012,12/13/2012,0,0,240000,0,240000,0,1209717,A,455441,Town of Beaumont,Municipalité de Beaumont  ,AB  ,Beaumont,1
11972,1,Rehabilitate Haysboro Community Centre in Calgary,Rénover le centre communautaire Haysboro de Calgary  ,600,11/08/2012,12/06/2012,0,0,48375,0,48375,0,96898,A,F12205   ,The Haysboro Community Association,Haysboro Community Association  ,AB  ,Calgary,1
11973,1,Improve Blundell Baseball Field in Richmond,Améliorer le terrain de baseball Blundell à Richmond  ,600,1/09/2013,3/26/2013,0,0,146605,0,146605,0,308674,B,F12284   ,Richmond City Baseball Association and City of Richmond,Richmond City Baseball Association et Ville de Richmond  ,BC  ,Richmond,2
11974,1,Upgrade Kelowna Family Y,Améliorer le YMCA familial à Kelowna  ,600,11/09/2012,1/04/2013,0,0,250180,0,250180,0,586786,B,455550,City of Kelowna,Ville de Kelowna  ,BC  ,Kelowna,1
11978,1,Renovate the Glenwood Community Centre Arena,Rénover l'aréna du centre communautaire Glenwood  ,600,11/05/2012,11/21/2012,0,0,103226,0,103226,0,211841,M,F10795   ,Glenwood Community Centre Inc.,Glenwood Community Centre Inc.  ,MB  ,Winnipeg,1
11979,1,Upgrade the Communiplex in the Town of Moosomin,Moderniser le Communiplex de la municipalité de Moosomin  ,600,10/29/2012,11/20/2012,0,0,132650,0,132650,0,265300,S,455934,Town of Moosomin,Municipalité de Moosomin  ,SK  ,Moosomin,1
11980,1,Upgrade the Yorkton Municipal Airport and the Gallagher Centre in the City of Yorkton,"Moderniser les pistes, la signalisation et l'éclairage de l'aéroport municipal de Yorkton  ",600,11/16/2012,11/28/2012,0,0,250000,0,250000,0,507614,S,456467,City of Yorkton,Municipalité de Yorkton  ,SK  ,Yorkton,1
11984,1,Acquire simulators to train aboriginal workers in energy/mining sectors in north east BC,Acquérir des simulateurs pour former des travailleurs autochtones du secteur de l'énergie et minier du nord-ouest de la C.-B.  ,400,1/17/2013,1/28/2013,0,0,1468556,0,1468556,5200000,8253556,B,F12287   ,North East Native Advancing Society,North East Native Advancing Society  ,BC  ,Fort St. John,2
11987,1,Upgrade Cosmo Arena and TCU Place in the City of Saskatoon,Rénover l'aréna Cosmo de Saskatoon  ,600,11/16/2012,12/03/2012,0,0,213300,0,213300,0,784820,S,455156,City of Saskatoon,Ville de Saskatoon ,SK  ,Saskatoon,1
11988,1,Renovate the community hall in the Town of Leader,Rénover le centre communautaire de la municipalité de Leader  ,600,1/17/2013,2/07/2013,0,0,45300,0,45300,0,90600,S,456535,Town of Leader,Municipalité de Leader  ,SK  ,Leader,1
11991,1,Upgrade the Calgary Jewish Centre in Calgary,Améliorer le Calgary Jewish Centre  ,600,11/08/2012,12/06/2012,0,0,58932,0,58932,0,119633,A,F12206   ,Calgary Jewish Centre,Calgary Jewish Centre  ,AB  ,Calgary,1
11992,1,Renovate and upgrade the YMCA in the City of Saskatoon,Rénover et améliorer le YMCA de la ville de Saskatoon  ,600,11/16/2012,12/14/2012,0,0,39750,0,39750,0,79696,S,F12312   ,Young Men's Christian Association of Saskatoon,Young Men's Christian Association of Saskatoon  ,SK  ,Saskatoon,1
12000,1,Upgrade the YMCA in the City of Regina,Améliorer le YMCA de la ville de Regina  ,600,10/29/2012,11/13/2012,0,0,238150,0,238150,0,746614,S,F08407   ,Young Men's Christian Association of Regina,Young Men's Christian Association of Regina  ,SK  ,Regina,1
12001,1,Renovate the arena in Raymond,Rénover l'aréna de Raymond  ,610,11/08/2012,12/06/2012,0,0,109598,0,109598,0,219196,A,455686,Town of Raymond,Municipalité de Raymond  ,AB  ,Raymond,2
12003,1,Repair and renovate the EPCOR CENTRE for the Performing Arts in Calgary,Réparer et rénover le EPCOR CENTRE for the Performing Arts de Calgary  ,600,2/20/2013,3/20/2013,0,0,250000,0,250000,0,1088385,A,F09180   ,Calgary Centre for Performing Arts,EPCOR CENTRE for the Performing Arts  ,AB  ,Calgary,1
12009,1,Renovate the Irma New Horizons Club,Rénover l'Irma New Horizons Club  ,610,2/22/2013,3/06/2013,0,0,30722,0,30722,0,61444,A,F12290   ,Irma New Horizons Club,Irma New Horizons Club  ,AB  ,Irma,1
12010,1,Upgrade the Claresholm Community Centre,Améliorer le centre communautaire de Claresholm  ,600,11/15/2012,12/13/2012,0,0,91763,0,91763,0,201412,A,F12291   ,Claresholm Community Centre Association and the Town of Claresholm,Claresholm Community Centre Association et municipalité de Claresholm  ,AB  ,Claresholm,2
12011,1,Renovate the Reh-Fit Centre in Winnipeg,Rénover le Reh-Fit Centre de Winnipeg  ,600,12/05/2012,12/20/2012,0,0,184774,0,184774,0,383283,M,465487,Manitoba Cardiac Institute (REH-FIT) Inc.,Manitoba Cardiac Institute (REH-FIT) Foundation Inc.  ,MB  ,Winnipeg,1
12015,1,Revitalize Village of Lions Bay Community Centre,Revitaliser le centre communautaire de la municipalité de Lions Bay  ,600,2/21/2013,3/22/2013,0,0,163877,0,163877,0,330560,B,455952,The Municipality of the Village of Lions Bay,Municipalité de Lions Bay  ,BC  ,Lions Bay,2
12016,1,Upgrade the curling rink in the Town of Carrot River,Améliorer le centre de curling de la municipalité de Carrot River  ,600,11/16/2012,1/25/2013,0,0,30000,0,30000,0,60000,S,F08862   ,Carrot River Curling Club,Carrot River Curling Club  ,SK  ,Carrot River,2
12017,1,Rehabilitate District of Wells Town Hall building,Rénover le bâtiment de l'hôtel de ville du district de Wells  ,600,11/09/2012,12/20/2012,0,0,31300,0,31300,0,73271,B,F06757   ,District of Wells,District de Wells  ,BC  ,Wells,1
12019,1,Redevelop Kelvin Recreation site,Redévelopper l'aire de récréation Kelvin  ,600,12/05/2012,1/25/2013,0,0,58500,0,58500,0,130779,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,1
12023,1,Install field lighting at the Transcona Nationals Football Club,Installer un système d'éclairage pour le terrain du Transcona Nationals Football Club  ,600,12/05/2012,12/20/2012,0,0,95775,0,95775,0,207713,M,F08799   ,Transcona Nationals Football Club Inc.,Transcona Nationals Football Club Inc.  ,MB  ,Winnipeg,1
12027,1,Revitalize Laurier Heights Community League Park and Recreation Centre in Edmonton,Améliorer le parc et le centre récréatif de la Laurier Heights Community League à Edmonton  ,600,1/09/2013,1/29/2013,0,0,190618,0,190618,0,381237,A,F09161   ,Laurier Heights Community League,Laurier Heights Community League  ,AB  ,Edmonton,1
12029,1,Renovate the Winnipegosis Museum,Rénover le musée de Winnipegosis  ,600,11/16/2012,12/04/2012,0,0,40300,0,40300,0,83600,M,F12295   ,Winnipegosis Historical Society Inc.,Winnipegosis Historical Society Inc.  ,MB  ,Winnipegosis,1
12039,1,Install lighting at Windsor Park Nordic Center,Installer un système d'éclairage au centre nordique du parc Windsor  ,600,11/16/2012,12/20/2012,0,0,75000,0,75000,0,150000,M,F12305   ,Cross Country Ski Association of Manitoba,Cross Country Ski Association of Manitoba  ,MB  ,Winnipeg,1
12047,1,Renovate the Mervin community hall to improve accessibility,Rénover le centre communautaire de Mervin pour en améliorer l'accessibilité  ,600,3/01/2013,3/26/2013,0,0,62150,0,62150,8000,150337,S,456024,Village of Mervin,Municipalité de Mervin  ,SK  ,Mervin,2
12048,1,Repair curling rink roof in the Village of Englefeld,Réparer le toit du centre de curling de la municipalité d'Englefeld  ,600,12/05/2012,1/07/2013,0,0,75150,0,75150,0,150568,S,456263,Village of Englefeld,Municipalité d'Englefeld  ,SK  ,Englefeld,1
12051,1,Improve the St. Malo arena,Améliorer l'aréna de Saint-Malo  ,600,11/28/2012,12/11/2012,0,0,30000,0,30000,0,60000,M,F08815   ,Club Sportif Iberville,Club Sportif Iberville  ,MB  ,St Malo,1
12054,1,Ugrade Eckville Community Centre,Améliorer le centre communautaire d'Eckville  ,600,1/09/2013,1/25/2013,0,0,77590,0,77590,0,169629,A,F12316   ,Eckville Community Centre Society and the Town of Eckville,Eckville Community Centre Society et municipalité d'Eckville  ,AB  ,Eckville,1
12058,1,Replace Port Moody recreation complex roof,Remplacer le toit du complexe récréatif de Port Moody  ,600,2/08/2013,2/21/2013,0,0,166616,0,166616,0,333232,B,455860,The City of Port Moody,Ville de Port Moody  ,BC  ,Port Moody,1
12059,1,Replace the roof at the Polish Gymnastic Association Sokol,Remplacer le toit des installation de la Polish Gymnastic Association Sokol  ,600,11/08/2012,11/20/2012,0,0,25916,0,25916,0,51831,M,F12318   ,Polish Gymnastic Association Sokol,Polish Gymnastic Association Sokol  ,MB  ,Winnipeg,1
12060,1,Renovate Tonari Gumi Seniors Drop-In and Community Centre in Vancouver,Rénover le Tonari Gumi Seniors Drop-In and Community Centre de Vancouver  ,600,12/05/2012,1/14/2013,0,0,210090,0,210090,0,1795383,B,F12317   ,Japanese Community Volunteers Association,Japanese Community Volunteers Association  ,BC  ,Vancouver,1
12061,1,Upgrade Surrey YMCA change rooms,Améliorer les vestiaires du YMCA de Surrey  ,600,12/05/2012,1/16/2013,0,0,250216,0,250216,0,920560,B,F08493   ,Young Men's Christian Association of Greater Vancouver,The Young Men's Christian Association of Greater Vancouver  ,BC  ,Vancouver,1
12063,1,Renovate the Wainwright Hotel to promote regional history through the Buffalo Park Centre,Transformer l'hôtel de Wainwright pour promouvoir l'histoire régionale au Buffalo Park  ,600,3/01/2013,3/13/2013,0,0,166965,0,166965,0,333928,A,F12314   ,Wainwright Buffalo National Park Interpretive Centre Foundation,Wainwright Buffalo National Park Interpretive Centre Foundation  ,AB  ,Wainwright,2
12068,1,Purchase equipment for the Bioscience Applied Research Centre to help create new products,Acheter de l'équipement pour le Bioscience Applied Research Centre dans le but d'aider à créer de nouveaux produits  ,600,1/15/2013,1/29/2013,0,0,465478,0,465478,50000,622478,S,464004,Saskatchewan Polytechnic,Saskatchewan Polytechnic  ,SK  ,Saskatoon,1
12069,1,Establish a facility to develop and prototype nano-coatings for industrial applications,Installation pour la conception et le prototypage des revêtements nanométriques pour des applications industrielles  ,400,1/30/2014,3/03/2014,0,0,1500000,0,1500000,0,3470000,A,255109,Northern Alberta Institute of Technology,Northern Alberta Institute of Technology  ,AB  ,Edmonton,2
12070,1,Upgrade the Charleswood Curling Club roof and refrigeration equipment,Améliorer le toit et l'équipement de réfrigération du Charleswood Curling Club  ,600,12/05/2012,1/14/2013,0,0,62800,0,62800,0,125600,M,F08539   ,Charleswood Curling Club Ltd.,Charleswood Curling Club Ltd.  ,MB  ,Winnipeg,1
12072,1,Upgrade Centennial Park in Campbell River,Améliorer le parc Centennial de Campbell River  ,600,12/05/2012,1/09/2013,0,0,225300,0,225300,0,459923,B,455558,City of Campbell River,Ville de Campbell River  ,BC  ,Campbell River,2
12073,1,Improve Port Alice public water supply safety,Améliorer la sécurité de l'approvisionnement en eau à Port Alice  ,600,2/21/2013,3/22/2013,0,0,80300,0,80300,0,232135,B,455957,Village of Port Alice,Municipalité de Port Alice  ,BC  ,Port Alice,2
12078,1,Upgrade Vanderhoof community kitchen,Améliorer la cuisine communautaire de Vanderhoof  ,600,2/21/2013,3/04/2013,0,0,93778,0,93778,0,195373,B,F07541   ,Saik'uz First Nation,Première nation Saik'uz  ,BC  ,Vanderhoof,1
12081,1,Improve and expand Cedar Heights Community Centre in Blind Bay,Améliorer et agrandir le Cedar Heights Community Centre de Blind Bay  ,600,12/05/2012,12/19/2012,0,0,166475,0,166475,0,332971,B,F12322   ,Cedar Heights Community Association,Cedar Heights Community Association  ,BC  ,Sorrento,2
12084,1,Attract foreign investment and increase exports in the hydrogen and fuel cell sector,Attirer des investissements étrangers et améliorer l'exportation dans le domaine de l'hydrogène et des piles à combustible  ,400,1/17/2013,1/29/2013,0,0,646750,0,646750,60000,995000,B,464823,Canadian Hydrogen and Fuel Cell Association,Association canadienne de l'hydrogène et des piles à combustible  ,BC  ,Vancouver,3
12090,1,Expand District of Kent Fitness Activity Centre,Agrandir le centre d'activités physiques du district de Kent  ,600,2/21/2013,3/11/2013,0,0,250300,0,250300,0,927626,B,455612,Corporation of the District of Kent,District de Kent  ,BC  ,Agassiz,1
12091,1,"Rehabilitate the Lions Aquatic Centre in Picture Butte, Alberta","Remettre en état le centre aquatique Lions de Picture Butte, en Alberta  ",600,1/09/2013,1/21/2013,0,0,115507,0,115507,0,231013,A,455392,Town of Picture Butte,Municipalité de Picture Butte  ,AB  ,Picture Butte,1
12094,1,Upgrade Campbell River's Tyee row boat dock,Rénover le quai pour les canots à rames du Tyee Club de Campbell River  ,600,1/09/2013,2/13/2013,0,0,40300,0,40300,0,80600,B,F12331   ,The Tyee Club of British Columbia,Tyee Club of British Columbia  ,BC  ,Campbell River,2
12095,1,Upgrade playground in the Town of Star City,Améliorer le terrain de jeux de la municipalité de Star City  ,600,12/05/2012,1/11/2013,0,0,29014,0,29014,0,58175,S,456536,Town of Star City,Municipalité de Star City  ,SK  ,Star City,1
12096,1,Install HVAC system into the Town of Birch Hills Civic Centre,Installer un système ce CVCA dans le Civic Centre de la municipalité de Birch Hills  ,600,12/05/2012,1/03/2013,0,0,25584,0,25584,0,51168,S,456533,Town of Birch Hills,Municipalité de Birch Hills  ,SK  ,Birch Hills,2
12100,1,Upgrade the curling rink roof in the Town of Big River,Améliorer le toit du centre de curling de la municipalité de Big River  ,600,12/05/2012,2/05/2013,0,0,47356,0,47356,0,94713,S,F05630   ,Town of Big River,Municipalité de Big River  ,SK  ,Big River,1
12102,1,Purchase manufacturing equipment to grow SE Alberta's Unmanned Vehicle System cluster,Acheter de l'équipement de production pour améliorer les systèmes sans pilote du S.-E. de l'Alberta  ,480,1/15/2013,2/04/2013,0,0,227079,0,227079,0,460729,A,464441,Medicine Hat College,Medicine Hat College  ,AB  ,Medicine Hat,1
12109,1,Construct Prince Rupert Marina (docks and services infrastructure) at Cow Bay,Construire la marina de Prince Rupert (quais et infrastructure de services) à Cow Bay  ,400,3/04/2013,3/18/2013,0,0,2000000,0,2000000,0,3600000,B,80804,City of Prince Rupert,Municipalité de Prince Rupert  ,BC  ,Prince Rupert,2
12116,1,Upgrade the Leduc Alexandra Arena,Améliorer l'aréna Alexandra de Leduc  ,600,2/21/2013,3/25/2013,0,0,243827,0,243827,0,667142,A,456681,City of Leduc,Ville de Leduc  ,AB  ,Leduc,1
12118,1,Upgrade Ehattesaht First Nation Band office,Améliorer le bureau du conseil de la bande Ehattesaht  ,600,12/05/2012,1/16/2013,0,0,166750,0,166750,0,333501,B,F12345   ,Ehattesaht Indian Band,Ehattesaht Indian Band  ,BC  ,Zeballos,2
12119,1,Construct a training tower for a Wind Turbine Maintenance Technician Program,Construire une tour de formation pour le programme de technicien en entretien des turbines éoliennes  ,600,2/15/2013,3/11/2013,0,0,225000,0,225000,0,928999,B,444794,Northern Lights College,Collège Northern Lights  ,BC  ,Dawson Creek,1
12121,1,Upgrade the Westview-Westwood Community Park in Fort McMurray,Améliorer le Westview-Westwood Community Park de Fort McMurray  ,600,1/09/2013,2/13/2013,0,0,245160,0,245160,0,800865,A,F03153   ,Regional Municipality of Wood Buffalo,Municipalité régionale de Wood Buffalo  ,AB  ,Fort McMurray,2
12129,1,Upgrade Jasper Park Community League in Edmonton,Améliorer le Jasper Park Community Centre à Edmonton  ,600,2/14/2013,3/21/2013,0,0,94500,0,94500,0,216269,A,F12360   ,Jasper Park Community League,Jasper Park Community League  ,AB  ,Edmonton,1
12130,1,Establish Centre for Soft Materials to support industry growth,Établir le Centre for Soft Materials pour appuyer la croissance de l'industrie  ,400,12/19/2012,1/08/2013,0,0,4320000,0,4320000,0,8668000,B,417253,Simon Fraser University,Université Simon Fraser ,BC  ,Burnaby,3
12133,1,Purchase air quality monitoring systems for southeast and west central Saskatchewan,Acheter des systèmes de contrôle de la qualité de l'air pour le sud-est et le centre-ouest de la Saskatchewan  ,600,1/15/2013,1/25/2013,0,0,400000,0,400000,0,800000,S,F12361   ,Southeast Sask. Airshed Assoc. Inc. and Western Yellowhead Air Management Zone,Southeast Sask. Airshed Assoc. Inc. et Western Yellowhead Air Management Zone  ,SK  ,Regina,2
12135,1,Build export ready companies in the northern Saskatchewan Aboriginal forestry sector,Bâtir des entreprises prêtes à l'exportation dans le secteur forestier sur les terres autochtones du Nord de la Saskatchewan  ,400,11/05/2013,12/05/2013,0,0,600000,0,600000,25000,1639000,S,F12362   ,Prince Albert Model Forest Association Inc.,Prince Albert Model Forest Association Inc.  ,SK  ,Prince Albert,4
12136,1,Acquire haul-truck simulators for training entry-level workers in the coal mining sector,Acquérir des simulateurs de chariot de transport pour former de nouveaux travailleurs dans le secteur minier  ,600,2/15/2013,3/08/2013,0,0,1776790,0,1776790,0,2702089,B,F07474   ,College of the Rockies,College of the Rockies  ,BC  ,Cranbrook,1
12137,1,Support Western Canadian presence at Agritechnica 2013,Appuyer la présence de l'Ouest canadien à Agritechnica 2013  ,600,1/29/2013,2/05/2013,0,0,628777,0,628777,35000,2057429,S,459839,Saskatchewan Trade & Export Partnership Inc.,Saskatchewan Trade & Export Partnership Inc.  ,SK  ,Regina,2
12138,1,"Upgrade the Moyer Recreation Complex in Josephburg, Alberta","Améliorer le centre récréatif Moyer à Josephburg, en Alberta  ",600,1/09/2013,3/04/2013,0,0,132150,0,132150,0,305218,A,455348,Strathcona County,Comté de Strathcona  ,AB  ,Sherwood Park,1
12139,1,Upgrade library and parking lot in Stettler,Améliorer la bibliothèque publique de Stettler et de son stationnement  ,600,1/09/2013,1/30/2013,0,0,250000,0,250000,0,2167608,A,455456,Town of Stettler,Municipalité de Stettler  ,AB  ,Stettler,1
12140,1,Extend existing Rotary Park trails in Whitecourt,Agrandir le réseau de sentiers du parc Rotary de Whitecourt  ,600,2/08/2013,3/18/2013,0,0,133118,0,133118,0,301219,A,365254,Town of Whitecourt,Municipalité de Whitecourt  ,AB  ,Whitecourt,2
12141,1,Refurbish the water treatment plant in Lomond,Remettre en état l'installation de traitement d'eau à Lomond  ,610,2/14/2013,3/04/2013,0,0,84306,0,84306,0,168610,A,457219,Village of Lomond,Municipalité de Lomond  ,AB  ,Lomond,1
12142,1,Upgrade Cardel Place in Calgary,Améliorer le Cardel Place de Calgary  ,600,1/29/2013,3/01/2013,0,0,214284,0,214284,0,436578,A,F08482   ,Nose Creek Sports and Recreation Association,Nose Creek Sports and Recreation Association  ,AB  ,Calgary,2
12143,1,Support to enhance western Canadian participation at major international trade shows,Appuyer l'accroissement de la participation de l'Ouest canadien à des foires commerciales internationales importantes  ,400,7/03/2013,7/11/2013,0,0,1128400,0,1128400,0,2935700,S,459839,Saskatchewan Trade & Export Partnership Inc.,Saskatchewan Trade & Export Partnership Inc.  ,SK  ,Regina,3
12144,1,Rehabilitate the Southwood Community Association facilities in Calgary,Remettre en état les installations de la Southwood Community Association de Calgary  ,600,1/09/2013,1/29/2013,0,0,26090,0,26090,0,53494,A,F12366   ,Southwood Community Association,Southwood Community Association  ,AB  ,Calgary,2
12147,1,Ugrade the New Bothwell Park and Recreation Centre,Améliorer le parc et le centre récréatif de New Bothwell  ,600,2/18/2013,3/07/2013,0,0,26375,0,26375,0,52750,M,454905,Rural Municipality of Hanover,Municipalité rurale d'Hanover  ,MB  ,Steinbach,1
12148,1,Rehabilitate Fort Gibraltar in Saint Boniface,Remettre en état le fort Gibraltar de Saint Boniface  ,600,2/14/2013,3/03/2013,0,0,123750,0,123750,0,260869,M,438500,Festival  Du Voyageur Inc.,Festival du voyageur inc.  ,MB  ,Winnipeg,2
