Licence number,Licence Type,Status,Date licence issued,Date licence expires,Vehicle Type,Vehicle Registration Number,Vehicle Colour,Operator/Association
4300,Private Hire Vehicle,Licence Issued,15/10/15 0:00,14/10/16 0:00,Vauxhall Astra,KM58KCV,BLUE,Amber Cars
4301,Private Hire Vehicle,Licence Issued,4/02/15 0:00,3/02/16 0:00,Toyota Auris,DF11KSU,BLUE,UBER
4302,Private Hire Vehicle,Licence Issued,22/11/15 0:00,21/11/16 0:00,Volvo V50,NG10DZV,GREY,Premier Licensed Private Hire
4303,Private Hire Vehicle,Licence Issued,24/06/15 0:00,23/06/16 0:00,Skoda Octavia,SA60EOG,SILVER,Amber Cars
4304,Private Hire Vehicle,Licence Issued,22/04/15 0:00,21/04/16 0:00,Skoda Octavia,HG59OVF,BLUE,Amber Cars
4305,Private Hire Vehicle,Licence Issued,22/08/15 0:00,21/08/16 0:00,Toyota Avensis,AFZ9811,BLUE,Royal Cars/New Royal Cars
4306,Private Hire Vehicle,Licence Issued,26/04/15 0:00,25/04/16 0:00,Citroen Xsara,PL08LHZ,SILVER,Yeadon Licensed Private Hire
4307,Private Hire Vehicle,Licence Issued,23/01/15 0:00,22/01/16 0:00,Toyota Avensis,YR61EGE,GREY,Amber Cars
4308,Private Hire Vehicle,Licence Issued,8/11/15 0:00,7/11/16 0:00,Toyota Auris,FV58JSZ,BLUE,Morley Cars
4309,Private Hire Vehicle,Licence Issued,16/09/15 0:00,15/09/16 0:00,Vauxhall Astra,LT59JJZ,SILVER,Premier Licensed Private Hire
4310,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Vauxhall Vectra,SG07ETD,BLACK,Amber Cars
4311,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Toyota Avensis,MA10LHN,White,Speed Line
4312,Private Hire Vehicle,Licence Issued,8/10/15 0:00,7/08/16 0:00,Volkswagen Jetta,PEZ7364,SILVER,Amber Cars
4313,Private Hire Vehicle,Licence Issued,16/02/15 0:00,15/02/16 0:00,Skoda Octavia,ND60OGT,SILVER,Amber Cars
4314,Private Hire Vehicle,Licence Issued,25/04/15 0:00,24/04/16 0:00,Skoda Octavia,WU11USC,BLUE,SJK Travel2Airport.com
4315,Private Hire Vehicle,Licence Issued,17/07/15 0:00,16/07/16 0:00,Ford Mondeo,SK11SDZ,SILVER,Amber Cars
4316,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,CE60HPC,BLACK,ITS Roadrunners
4317,Private Hire Vehicle,Licence Issued,19/12/14 0:00,18/12/15 0:00,Skoda Fabia,YF63EZH,WHITE,Rollinson Safeway Ltd
4318,Private Hire Vehicle,Licence Issued,22/04/15 0:00,21/04/16 0:00,Toyota Avensis,FL06XGO,GREY,Gee Gee Cars
4319,Private Hire Vehicle,Licence Issued,14/11/15 0:00,13/11/16 0:00,Volkswagen Passat,WM11KVH,BRONZE,Speed Line
4320,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Peugeot 407,YE59YZL,SILVER,Gee Gee Cars
4321,Private Hire Vehicle,Licence Suspended,2/08/15 0:00,1/08/16 0:00,Ford Focus,BN09VTO,Black,G And M Cars
4322,Private Hire Vehicle,Licence Issued,26/06/15 0:00,25/06/16 0:00,Audi A4,DE12EHP,SILVER,UBER
4323,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Vauxhall Insignia,WU10MLF,BLACK,South Leeds
4324,Private Hire Vehicle,Licence Issued,26/09/16 0:00,25/09/16 0:00,Skoda Octavia,GL59ZKP,Grey,Premier Licensed Private Hire
4325,Private Hire Vehicle,Licence Issued,27/06/15 0:00,26/06/16 0:00,Dacia Sandero,YA14VYB,BLACK,Premier Licensed Private Hire
4326,Private Hire Vehicle,Licence Issued,22/01/15 0:00,21/01/16 0:00,Skoda Octavia,MV11VJC,BLUE,Wheels
4327,Private Hire Vehicle,Licence Issued,10/12/14 0:00,9/12/15 0:00,Skoda Octavia,MV61JZC,SILVER,UBER
4328,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Skoda Octavia,ET06GMG,GREY,UBER
4329,Private Hire Vehicle,Licence Issued,26/08/15 0:00,25/08/16 0:00,Toyota Auris,YP12NJE,BLUE,Speed Line
4330,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,FR10JDJ,BLUE,Wheels
4331,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Mercedes 220,YK64NYS,SILVER,Arrow
4332,Private Hire Vehicle,Licence Issued,16/12/14 0:00,15/12/15 0:00,Vauxhall Astra,LX09BHN,WHITE,Premier Licensed Private Hire
4333,Private Hire Vehicle,Licence Issued,13/10/15 0:00,12/10/16 0:00,Skoda Rapid,YH64LWU,WHITE,NOT WORKING
4334,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Skoda Octavia,WJ58XDH,BEIGE,Highways Private Hire
4335,Private Hire Vehicle,Licence Issued,8/10/15 0:00,7/10/16 0:00,Toyota Auris,YG64OJO,WHITE,Amber Cars
4337,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YB61XEE,WHITE,Amber Cars
4338,Private Hire Vehicle,Licence Issued,17/09/15 0:00,16/09/16 0:00,Mercedes 220,LT61JJO,GREY,UBER
4339,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,AF07XZD,GREY,Amber Cars
4340,Private Hire Vehicle,Licence Issued,26/11/14 0:00,25/11/15 0:00,Mazda 6TS2,SO08CWW,GREY,UBER
4341,Private Hire Vehicle,Licence Issued,23/11/14 0:00,22/12/15 0:00,Toyota Prius,YY11DHG,WHITE,Premier Licensed Private Hire
4342,Private Hire Vehicle,Licence Issued,5/04/15 0:00,4/04/16 0:00,Toyota Avensis,FN13ZDL,GREY,New Furlongs
4343,Private Hire Vehicle,Licence Issued,7/01/15 0:00,6/01/16 0:00,Saab 9-5 VECTOR,FY09VOM,GREY,Time Line
4344,Private Hire Vehicle,Licence Issued,22/07/15 0:00,21/07/16 0:00,Skoda Rapid,GC14KAU,GREY,Wheels
4346,Private Hire Vehicle,Licence Issued,20/11/15 0:00,19/11/16 0:00,Vauxhall Vectra,FG58XEH,SILVER,South Leeds
4348,Private Hire Vehicle,Licence Issued,3/06/15 0:00,2/06/16 0:00,Skoda Octavia,FT61FVK,SILVER,Amber Cars
4349,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Vauxhall Vectra,BK07LBL,GREY,G And M Cars
4350,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Skoda Octavia,YP61BXY,SILVER,Amber Cars
4351,Private Hire Vehicle,Licence Suspended,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,SC55LLD,WHITE,UBER
4352,Private Hire Vehicle,Licence Issued,14/11/14 0:00,13/11/15 0:00,Renault Laguna,FV59EOZ,SILVER,Morley Central Line
4353,Private Hire Vehicle,Licence Issued,14/11/15 0:00,13/11/16 0:00,Vauxhall Astra,FD60GJG,Silver,Premier Licensed Private Hire
4354,Private Hire Vehicle,Licence Issued,22/05/15 0:00,21/05/16 0:00,Toyota Avensis,MK09KVA,SILVER,Premier Licensed Private Hire
4355,Private Hire Vehicle,Licence Issued,8/04/15 0:00,7/04/16 0:00,Toyota Avensis,YH15LGW,SILVER,Arrow
4356,Private Hire Vehicle,Licence Issued,8/05/15 0:00,7/05/16 0:00,Toyota Auris,FT60AOH,white,UBER
4357,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Volkswagen Jetta,FE57YXN,GREY,Speed Line
4358,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Toyota Avensis,YR57MFP,SILVER,Amber Cars
4359,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Skoda Octavia,EX62EDK,SILVER,ITS Roadrunners
4360,Private Hire Vehicle,Licence Issued,8/12/14 0:00,7/12/15 0:00,Skoda Octavia,SJ12PKV,RED,UBER
4361,Private Hire Vehicle,Licence Issued,23/01/15 0:00,22/01/16 0:00,Toyota Avensis,LM11LXT,Black,Arrow
4362,Private Hire Vehicle,Licence Issued,26/09/15 0:00,25/09/16 0:00,Vauxhall Vectra,YG58CWM,SILVER,Beeston Line
4363,Private Hire Vehicle,Licence Issued,26/04/15 0:00,25/04/16 0:00,Skoda Octavia,OV58LPJ,BLACK,G And M Cars
4364,Private Hire Vehicle,Licence Issued,4/12/14 0:00,3/12/15 0:00,Toyota Prius,RV60YWT,SILVER,SJK Travel2Airport.com
4365,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/01/16 0:00,Skoda Octavia,FV10WWK,BLACK,Amber Cars
4366,Private Hire Vehicle,Licence Issued,17/01/15 0:00,16/01/16 0:00,Toyota Avensis,SG11YCC,BLACK,Premier Licensed Private Hire
4367,Private Hire Vehicle,Licence Issued,21/05/15 0:00,20/05/16 0:00,Skoda Octavia,KV58WKC,SILVER,Amber Cars
4368,Private Hire Vehicle,Licence Issued,4/12/14 0:00,3/12/15 0:00,Volkswagen Passat,BV60PZN,BLACK,Arrow
4369,Private Hire Vehicle,Licence Issued,18/12/14 0:00,17/12/15 0:00,Toyota Prius,FL09MZG,BRONZE,UBER
4370,Private Hire Vehicle,Licence Issued,20/06/15 0:00,19/06/16 0:00,Toyota Avensis,FY59NLM,GREY,Amber Cars
4371,Private Hire Vehicle,Licence Issued,19/11/14 0:00,18/11/15 0:00,Toyota Prius,YF08WCR,GREY,UBER
4373,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Vauxhall Vectra,KV55WTF,SILVER,Kirkstall Cars
4374,Private Hire Vehicle,Licence Suspended,14/11/14 0:00,13/11/15 0:00,Volkswagen Passat,NL11VTG,BRONZE,AB Cars
4375,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Skoda Octavia,YT60XVO,WHITE,Amber Cars
4376,Private Hire Vehicle,Licence Issued,3/12/14 0:00,2/12/15 0:00,Skoda Octavia,YK64KWU,GREY,Ace Cars Leeds Ltd
4377,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Volkswagen Passat,MF08HUV,Black,UBER
4378,Private Hire Vehicle,Licence Issued,10/04/15 0:00,9/04/16 0:00,Skoda Rapid,GF14TEJ,Black,Wheels
4379,Private Hire Vehicle,Licence Issued,14/11/14 0:00,13/11/15 0:00,Toyota Avensis,YS08WUR,SILVER,Amber Cars
4380,Private Hire Vehicle,Licence Suspended,17/12/14 0:00,16/12/15 0:00,Jaguar X Type,EX58EFJ,RED,SJK Travel2Airport.com
4381,Private Hire Vehicle,Licence Issued,6/12/14 0:00,5/12/15 0:00,Toyota Auris,FX09ZFC,BLUE,Local Cars (Morley)
4382,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Skoda Octavia,SD10LZV,WHITE,Rollinson Safeway Ltd
4383,Private Hire Vehicle,Licence Issued,14/08/15 0:00,13/08/16 0:00,Citroen Berlingo,BD61BXF,White,Wheels
4384,Private Hire Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Vauxhall Vectra,FG58MZP,SILVER,Morley Central Line
4385,Private Hire Vehicle,Licence Issued,22/05/15 0:00,21/05/16 0:00,Skoda Octavia,GU59XUJ,BLUE,UBER
4386,Private Hire Vehicle,Licence Issued,22/07/15 0:00,21/07/16 0:00,Skoda Rapid,GC14KAX,BLACK,Wheels
4387,Private Hire Vehicle,Licence Issued,14/06/15 0:00,13/06/16 0:00,Skoda Octavia,WJ59PCX,BLACK,Wheels
4388,Private Hire Vehicle,Licence Issued,29/08/15 0:00,28/08/16 0:00,Vauxhall Astra,FP59UZJ,BLACK,Geo Cars 3 (HQ)
4389,Private Hire Vehicle,Licence Issued,2/02/15 0:00,1/02/16 0:00,Peugeot 308,SJ61OKF,SILVER,Easy Travel
4390,Private Hire Vehicle,Licence Issued,28/10/15 0:00,27/10/16 0:00,Mitsubishi Lancer,WN61OVF,WHITE,Premier Licensed Private Hire
4391,Private Hire Vehicle,Licence Issued,5/12/14 0:00,4/12/15 0:00,Audi A4,YF62LCW,SILVER,Amber Cars
4392,Private Hire Vehicle,Licence Issued,12/09/15 0:00,11/09/16 0:00,Mercedes C200,MS08AAN,BLACK,Amber Cars
4393,Private Hire Vehicle,Licence Issued,2/10/15 0:00,1/10/16 0:00,Seat Toledo,FG65HYN,Silver,Wetherby Cars
4394,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Dacia Sandero Ambiance 1.5 dCi 90,YD15KPZ,Pearl Black,Premier Licensed Private Hire
4395,Private Hire Vehicle,Licence Issued,25/07/15 0:00,24/07/16 0:00,Toyota Prius,YC63SNN,,Arrow
4396,Private Hire Vehicle,Licence Issued,28/02/15 0:00,27/02/16 0:00,Skoda Rapid,J444VEO,BLUE,UBER
4397,Private Hire Vehicle,Licence Issued,8/08/15 0:00,7/08/16 0:00,Proton Gen,PK57BVP,ORANGE,ITS Roadrunners
4398,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Skoda Octavia,YG58FNZ,SILVER,Stanningley Cars Ltd
4399,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Vauxhall Vectra,NX58RMO,BEIGE,Pudsey B Line
4400,Private Hire Vehicle,Licence Issued,22/04/15 0:00,21/04/16 0:00,Toyota Avensis,LT57XVG,BLACK,SJK Travel2Airport.com
4401,Private Hire Vehicle,Licence Issued,27/08/15 0:00,26/08/16 0:00,Seat Exeo,HN60RZG,BLUE,UBER
4402,Private Hire Vehicle,Licence Issued,28/09/15 0:00,27/09/16 0:00,Skoda Octavia,MF12BVU,SILVER,Amber Cars
4403,Private Hire Vehicle,Licence Issued,14/11/15 0:00,13/11/16 0:00,Toyota Avensis,YC61KFP,BLACK,UBER
4404,Private Hire Vehicle,Licence Issued,2/03/15 0:00,1/03/16 0:00,Skoda Octavia,SG10LXH,BLACK,Aireline/Holbeck Line
4405,Private Hire Vehicle,Licence Issued,15/04/15 0:00,14/04/16 0:00,Toyota Prius,YB10VXZ,WHITE,Wheels
4406,Private Hire Vehicle,Licence Issued,18/03/15 0:00,17/03/16 0:00,Skoda Octavia,FG61VLS,Silver,Amber Cars
4407,Private Hire Vehicle,Licence Issued,7/03/15 0:00,6/03/16 0:00,Ford Mondeo,FG58UHN,BLACK,Premier Licensed Private Hire
4408,Private Hire Vehicle,Licence Issued,20/06/15 0:00,19/06/16 0:00,Toyota Prius,UU59MAR,BLACK,Amber Cars
4409,Private Hire Vehicle,Licence Issued,7/08/15 0:00,6/08/16 0:00,Skoda Octavia,NG58XHD,Grey,Network Cars
4410,Private Hire Vehicle,Licence Issued,18/04/15 0:00,17/04/16 0:00,Chevrolet Lacetti,YF08WEO,SILVER,AB Cars
4411,Private Hire Vehicle,Licence Issued,25/09/15 0:00,24/09/16 0:00,Volkswagen Passat,PJ60KCK,Blue,UBER
4413,Private Hire Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Volkswagen Passat,AF55XMD,SILVER,Apex Cars
4414,Private Hire Vehicle,Licence Issued,8/02/15 0:00,7/02/16 0:00,Mitsubishi Lancer,YY59KOV,BLUE,Amber Cars
4415,Private Hire Vehicle,Licence Issued,28/01/15 0:00,27/01/16 0:00,Skoda Superb,SD60OZU,GREY,Amber Cars
4417,Private Hire Vehicle,Licence Issued,12/08/15 0:00,11/08/16 0:00,Seat Exeo,FD12LFX,Silver,Amber Cars
4418,Private Hire Vehicle,Licence Issued,22/06/15 0:00,21/06/16 0:00,Toyota Avensis,FD10NAO,SILVER,Amber Cars
4419,Private Hire Vehicle,Licence Issued,28/10/15 0:00,27/10/16 0:00,Volkswagen Passat,KX61WTC,Black,Blue Line
4420,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,SH08HXO,BLACK,UBER
4422,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Toyota Avensis,KV57XCR,BLACK,UBER
4424,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Toyota Avensis,LM57CBF,SILVER,Local Cars (Morley)
4426,Private Hire Vehicle,Licence Suspended,13/02/15 0:00,12/02/16 0:00,Toyota Prius,RV09FKU,BLACK,Premier Licensed Private Hire
4427,Private Hire Vehicle,Licence Issued,21/05/15 0:00,20/05/16 0:00,Vauxhall Astra,FD10WWU,BLUE,Wheels
4428,Private Hire Vehicle,Licence Issued,16/06/15 0:00,15/06/16 0:00,Skoda Octavia,BG60UOU,SILVER,Amber Cars
4429,Private Hire Vehicle,Licence Issued,19/11/15 0:00,18/11/16 0:00,Kia Ceed,SG61XNJ,SILVER,Wheels
4430,Private Hire Vehicle,Licence Issued,9/01/15 0:00,8/01/16 0:00,Volkswagen Jetta,X24FYX,SILVER,T Line
4431,Private Hire Vehicle,Licence Issued,17/06/15 0:00,16/06/16 0:00,Skoda Octavia,FT11FFU,BLACK,Club Cars
4432,Private Hire Vehicle,Licence Issued,21/11/14 0:00,20/11/15 0:00,Skoda Octavia,SL58RNF,GREY,Premier Licensed Private Hire
4433,Private Hire Vehicle,Licence Issued,16/03/15 0:00,15/03/16 0:00,Vauxhall Astra,MF60HNG,SILVER,Amber Cars
4434,Private Hire Vehicle,Licence Issued,12/12/14 0:00,11/12/15 0:00,Skoda Octavia,FY63EVL,MAROON,Amber Cars
4435,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Volkswagen Jetta,MV56MYG,GREY,Wheels
4436,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Toyota Avensis,YB11FKH,WHITE,Network Cars
4437,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Skoda Octavia,YP56JBU,Blue,UBER
4438,Private Hire Vehicle,Licence Issued,26/02/15 0:00,25/02/16 0:00,Volkswagen Passat,YG60EOH,SILVER,Dees
4439,Private Hire Vehicle,Licence Issued,18/05/15 0:00,17/05/16 0:00,Skoda Octavia,CE58ULC,BLUE,Premier Licensed Private Hire
4440,Private Hire Vehicle,Licence Issued,13/06/15 0:00,12/06/16 0:00,Toyota Prius,EO10ETD,SILVER,Amber Cars
4441,Private Hire Vehicle,Licence Issued,24/04/15 0:00,23/04/16 0:00,Vauxhall Vectra,FG58XTA,SILVER,South Leeds
4442,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Toyota Avensis,RF57BGU,BLUE,Amber Cars
4443,Private Hire Vehicle,Licence Issued,2/10/15 0:00,1/10/16 0:00,Toyota Prius,GY60ARU,SILVER,UBER
4444,Private Hire Vehicle,Licence Issued,2/08/15 0:00,1/08/16 0:00,Volkswagen Passat,VK58GWE,Black,Amber Cars
4445,Private Hire Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Chevrolet Cruze,EX61LNF,BLUE,Interline
4446,Private Hire Vehicle,Licence Issued,21/07/15 0:00,20/07/16 0:00,Skoda Octavia,YA14WHX,GREY,Amber Cars
4447,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,WP57TZZ,GREY,ITS Roadrunners
4448,Private Hire Vehicle,Licence Issued,24/04/15 0:00,23/04/16 0:00,Ford Mondeo,NV61GUX,Silver,Amber Cars
4449,Private Hire Vehicle,Licence Issued,26/08/15 0:00,25/08/16 0:00,Citroen Berlingo,SL61XPO,silver,Wheels
4450,Private Hire Vehicle,Licence Issued,19/11/14 0:00,18/11/15 0:00,Toyota Avensis,FP60YHD,BLACK,Pudsey B Line
4451,Private Hire Vehicle,Licence Issued,8/01/15 0:00,7/01/16 0:00,Skoda Superb,KV59JLX,SILVER,1st Apollo / A Metro Cars
4452,Private Hire Vehicle,Licence Issued,16/12/14 0:00,15/12/15 0:00,Vauxhall Astra,FL58EYG,BLUE,Premier Licensed Private Hire
4453,Private Hire Vehicle,Licence Issued,23/05/15 0:00,22/05/16 0:00,Skoda Superb,FG59JXE,GREY,UBER
4454,Private Hire Vehicle,Licence Issued,6/01/15 0:00,5/01/16 0:00,Citroen Berlingo MSP,SL63XUA,SILVER,South Leeds
4455,Private Hire Vehicle,Licence Issued,22/05/15 0:00,21/05/16 0:00,Skoda Octavia,DE60KLJ,Black,Amber Cars
4456,Private Hire Vehicle,Licence Issued,7/12/14 0:00,6/12/15 0:00,Vauxhall Vectra,DN58GOX,SILVER,UBER
4457,Private Hire Vehicle,Licence Issued,8/01/15 0:00,7/01/16 0:00,Volkswagen Passat,MJ59UUE,BLUE,SJK Travel2Airport.com
4458,Private Hire Vehicle,Licence Issued,19/08/15 0:00,18/08/16 0:00,Honda Accord,KE55ARC,Black,UBER
4460,Private Hire Vehicle,Licence Issued,19/11/14 0:00,18/11/15 0:00,Kia Ceed,MA10CZO,GREY,Premier Licensed Private Hire
4461,Private Hire Vehicle,Licence Suspended,19/07/15 0:00,18/07/16 0:00,Audi A4,HG09HTV,Black,Ace Cars Leeds Ltd
4462,Private Hire Vehicle,Licence Issued,28/02/15 0:00,27/02/16 0:00,Peugeot Partner Combi,RE61AZP,WHITE,South Leeds
4463,Private Hire Vehicle,Licence Issued,19/04/15 0:00,18/04/16 0:00,Vauxhall Vectra,FE08TZP,BLACK,T Line
4466,Private Hire Vehicle,Licence Issued,29/07/15 0:00,28/07/16 0:00,Toyota Auris,FY58KVM,SILVER,Wheels
4467,Private Hire Vehicle,Licence Issued,12/12/14 0:00,11/12/15 0:00,Skoda Octavia,DG61AEN,BLACK,Ace Cars Leeds Ltd
4468,Private Hire Vehicle,Licence Issued,22/07/15 0:00,21/07/16 0:00,Skoda Octavia,OV09JZJ,Silver,Amber Cars
4469,Private Hire Vehicle,Licence Issued,19/08/15 0:00,18/08/16 0:00,Toyota Avensis,BJ09TUU,SILVER,Aireline/Holbeck Line
4470,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Toyota Avensis,YP56HYW,BLACK,Premier Licensed Private Hire
4471,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,M600SEN,GREY,Speed Line
4472,Private Hire Vehicle,Licence Issued,3/01/15 0:00,2/01/16 0:00,Proton  Persona,BX09MZL,SILVER,Amber Cars
4473,Private Hire Vehicle,Licence Issued,24/08/15 0:00,23/08/16 0:00,Vauxhall Vectra,EX58FYS,SILVER,UBER
4474,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Toyota Avensis,BT57FMY,BLACK,Highways Private Hire
4475,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Vauxhall Vectra,KM07MWJ,Black,G And M Cars
4476,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,SM07TOU,RED,Speed Line
4477,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Peugeot Partner Combi,SF11KHL,BLACK,Amber Cars
4478,Private Hire Vehicle,Licence Issued,12/09/15 0:00,11/09/16 0:00,Vauxhall Astra,FE09MZP,WHITE,AB Cars
4479,Private Hire Vehicle,Licence Issued,19/01/15 0:00,18/01/16 0:00,Ford Mondeo,DK64YDA,Blue,Beeston Line
4480,Private Hire Vehicle,Licence Issued,8/06/15 0:00,7/06/16 0:00,Toyota Auris,RK62UHP,WHITE,ITS Roadrunners
4481,Private Hire Vehicle,Licence Issued,10/09/15 0:00,9/09/16 0:00,Skoda Octavia,ML61FBX,SILVER,Amber Cars
4482,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Toyota Avensis,MV59LHU,BLACK,Amber Cars
4483,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Mazda 6TS2,YS57LCV,BLUE,Stanningley Cars Ltd
4484,Private Hire Vehicle,Licence Issued,15/06/15 0:00,14/06/16 0:00,Skoda Octavia,ND60OGS,SILVER,Amber Cars
4485,Private Hire Vehicle,Licence Issued,26/10/15 0:00,25/10/16 0:00,Skoda Octavia,FV61THX,GREY,UBER
4486,Private Hire Vehicle,Licence Issued,13/03/15 0:00,12/03/16 0:00,Vauxhall Insignia,AL52STU,Black,UBER
4487,Private Hire Vehicle,Licence Suspended,28/02/15 0:00,27/02/16 0:00,Skoda Octavia,YC59LFP,BLACK,Stanningley Cars Ltd
4488,Private Hire Vehicle,Licence Issued,26/02/15 0:00,25/02/16 0:00,Vauxhall Astra,WP59BNU,BLUE,Wheels
4489,Private Hire Vehicle,Licence Issued,19/09/15 0:00,18/09/16 0:00,Vauxhall Vectra,MK08LKG,SILVER,Apex Cars
4490,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Volkswagen Jetta,KY58OCP,BLACK,Amber Cars
4491,Private Hire Vehicle,Licence Issued,2/08/15 0:00,1/08/16 0:00,Toyota Avensis,FM10CPN,BLUE,Speed Line
4492,Private Hire Vehicle,Licence Issued,9/11/15 0:00,8/11/16 0:00,Proton Gen,NK59CDZ,RED,UBER
4493,Private Hire Vehicle,Licence Issued,1/12/15 0:00,30/11/16 0:00,Skoda Octavia,YH10GTU,RED,UBER
4494,Private Hire Vehicle,Licence Issued,28/05/15 0:00,27/05/16 0:00,Volkswagen Passat,FE60KNJ,BLACK,SJK Travel2Airport.com
4495,Private Hire Vehicle,Licence Issued,24/05/15 0:00,23/05/16 0:00,Citroen Berlingo,VU10SVN,BLUE,Premier Licensed Private Hire
4496,Private Hire Vehicle,Licence Issued,12/10/15 0:00,11/10/16 0:00,Ford Focus,YT58WMU,BLUE,Speed Line
4497,Private Hire Vehicle,Licence Issued,26/07/15 0:00,25/07/16 0:00,Ford Mondeo,AV58MYT,GREY,Gee Gee Cars
4498,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Peugeot Premier,SF11KNK,BLACK,Amber Cars
4499,Private Hire Vehicle,Licence Issued,2/07/15 0:00,1/07/16 0:00,Skoda Octavia,EX11GNU,BLUE,UBER
4500,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Peugeot Premier,SF11KNP,SILVER,Amber Cars
4501,Private Hire Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Toyota Avensis,FG06LMO,Grey,1st Apollo / A Metro Cars
4502,Private Hire Vehicle,Licence Issued,27/08/15 0:00,26/08/16 0:00,Skoda Octavia,YK10EEA,BLACK,Premier Licensed Private Hire
4503,Private Hire Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Skoda Octavia,KP58OKN,SILVER,UBER
4504,Private Hire Vehicle,Licence Issued,29/06/15 0:00,28/06/16 0:00,Volkswagen Passat,YH08BFE,BLACK,Wheels
4505,Private Hire Vehicle,Licence Issued,13/05/15 0:00,12/05/16 0:00,Volkswagen Golf,SJ10TKZ,SILVER,UBER
4506,Private Hire Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Vauxhall Vectra,YF08GXT,BLACK,South Leeds
4507,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,AF10JWJ,BLUE,Amber Cars
4508,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Seat Exeo,FG60EHO,SILVER,Morley Central Line
4509,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Toyota Avensis,RK06VUD,BLACK,Amber Cars
4510,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Vauxhall Astra,AK07FNR,GREY,Local Cars (Morley)
